PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
O95782;O95782-2	AP2A1	Homo sapiens	AP-2 complex subunit alpha-1;Isoform B of AP-2 complex subunit alpha-1	AP2A1_HUMAN	15	17	17	True	68917,4296875	77827,90625	49066,33984375	95737,7265625	89583,4765625	58218,52734375	42862,34765625	36942,47265625	23994,896484375	70540,6796875	58162,74609375	44172,94140625	23533,146484375	29752,853515625	21556,482421875	34683,32421875	29725,5625	18595,845703125	19024,794921875	17508,140625	13996	24511,75390625	23047,8984375	14901,1044921875
O95793;O95793-2;O95793-3	STAU1	Homo sapiens	Double-stranded RNA-binding protein Staufen homolog 1;Isoform Short of Double-stranded RNA-binding protein Staufen homolog 1;Isoform 3 of Double-stranded RNA-binding protein Staufen homolog 1	STAU1_HUMAN	6	6	6	False	26862,26171875	23904,35546875	14780,681640625	29141,634765625	24623,369140625	20410,001953125	26561,66796875	18393,169921875	37112,41015625	27431,013671875	25744,142578125	27122,951171875	8070,904296875	5823,5498046875	6707,26171875	6349,921875	6299,4755859375	7760,76123046875	10203,5986328125	9740,4638671875	9932,6923828125	7044,5341796875	9041,68359375	10165,111328125
O95810	CAVIN2	Homo sapiens	Caveolae-associated protein 2	CAVN2_HUMAN	9	9	10	False	141626,859375	139477,953125	119661,5390625	165351,078125	142441,15625	183156,71875	137976,59375	150058,21875	199632,078125	175225,265625	154868,21875	150292,46875	50098,90625	41997,90234375	36675,73828125	48618,9375	45423,26171875	47289,5546875	55835,0859375	50183,9296875	69838,109375	38432,30859375	48870,02734375	45703,56640625
O95816	BAG2	Homo sapiens	BAG family molecular chaperone regulator 2	BAG2_HUMAN	6	6	6	False	50281,8984375	45557,5625	27088,17578125	42683,56640625	44461,2734375	29377,6328125	63226,3671875	39806,79296875	5424,908203125	59486,859375	56457,40625	48519,34765625	6999,6572265625	4688,23046875	5491,20654296875	6833,6513671875	5678,4208984375	5266,43798828125	9707,6962890625	5016,83203125	3111,60498046875	7410,13818359375	7565,25	5958,392578125
O95817	BAG3	Homo sapiens	BAG family molecular chaperone regulator 3	BAG3_HUMAN	19	20	25	True	146357,859375	96616,96875	135083,234375	98143,5546875	101855,265625	130991,5546875	186082,15625	151713,140625	272354,0625	150106,515625	160207,15625	168255,1875	41610,1484375	31622,873046875	39454,24609375	30229,09375	33229,15625	38491,0625	52140,19140625	45649,74609375	86761,75	41240,43359375	45716,65234375	52719,9765625
O95819;O95819-2;O95819-3;O95819-4;O95819-5;O95819-6	MAP4K4	Homo sapiens	Mitogen-activated protein kinase kinase kinase kinase 4;Isoform 2 of Mitogen-activated protein kinase kinase kinase kinase 4;Isoform 3 of Mitogen-activated protein kinase kinase kinase kinase 4;Isoform 4 of Mitogen-activated protein kinase kinase kinase kinase 4;Isoform 5 of Mitogen-activated protein kinase kinase kinase kinase 4;Isoform 6 of Mitogen-activated protein kinase kinase kinase kinase 4	M4K4_HUMAN	3	3	3	True	17776,953125	16762,6484375	NaN	NaN	20628,595703125	26006,45703125	21486,16796875	20064,47265625	34289,73828125	15279,09765625	28474,6171875	27844,087890625	2032,7203369140625	2042,96142578125	1550,457275390625	3396,281005859375	1591,9456787109375	2440,301513671875	900,0700073242188	1255,14794921875	455,4584045410156	1888,627197265625	1112,2247314453125	1424,3985595703125
O95825;O95825-2	CRYZL1	Homo sapiens	Quinone oxidoreductase-like protein 1;Isoform 2 of Quinone oxidoreductase-like protein 1	QORL1_HUMAN	2	2	2	False	NaN	4044,718994140625	24827,62890625	8246,744140625	NaN	NaN	4807,240234375	NaN	15352,091796875	12460,7294921875	2707,766845703125	NaN	NaN	2784,552734375	1939,4002685546875	3026,361572265625	NaN	NaN	1572,4014892578125	NaN	640,1179809570312	3582,586669921875	2159,5576171875	NaN
O95831;O95831-3	AIFM1	Homo sapiens	Apoptosis-inducing factor 1, mitochondrial;Isoform 3 of Apoptosis-inducing factor 1, mitochondrial	AIFM1_HUMAN	12	12	13	True	129498,78125	98535,296875	51603,9453125	150962,390625	106346,7109375	123168,9375	43230,625	25385,736328125	41490,2890625	81010,953125	35488,234375	54886,3125	25317,98828125	27574,19140625	16706,9765625	35921,14453125	27428,59375	22499,9765625	12913,4150390625	11773,1025390625	10061,0048828125	18251,025390625	9050,404296875	12985,267578125
O95834;O95834-2;O95834-3	EML2	Homo sapiens	Echinoderm microtubule-associated protein-like 2;Isoform 2 of Echinoderm microtubule-associated protein-like 2;Isoform 3 of Echinoderm microtubule-associated protein-like 2	EMAL2_HUMAN	8	8	9	False	51105,48828125	50472,3046875	43475,36328125	67146,1015625	53903,64453125	45322,58203125	41372,00390625	44784,86328125	43621,14453125	67250,6015625	40828,8828125	29263,146484375	14898,7431640625	18325,353515625	13299,701171875	17375,646484375	15250,8740234375	14081,5048828125	13141,869140625	9541,248046875	10597,4033203125	16166,0888671875	12204,6787109375	10259,5595703125
O95837;P29992	GNA14;GNA11	Homo sapiens	Guanine nucleotide-binding protein subunit alpha-14;Guanine nucleotide-binding protein subunit alpha-11	GNA14_HUMAN;GNA11_HUMAN	2	2	2	False	5731,6005859375	11109,05859375	NaN	14188,57421875	7058,4462890625	7678,47021484375	4490,130859375	NaN	9932,39453125	9621,9375	6162,44775390625	3144,138427734375	1478,248291015625	2732,52392578125	NaN	5394,4072265625	2084,234375	2626,04541015625	2153,603759765625	1995,9791259765625	3578,971435546875	3965,41748046875	2906,07666015625	2864,108642578125
O95841	ANGPTL1	Homo sapiens	Angiopoietin-related protein 1	ANGL1_HUMAN	19	19	23	False	309113,40625	496996,59375	566770,0625	299748,71875	420680,65625	426675,09375	334364,0625	543092,375	360183,09375	360636,15625	441199,15625	264429,4375	104763,8828125	160586,734375	175411,265625	96144,78125	131504,9375	133094,421875	109136,96875	188344,21875	134996,03125	92151,3359375	137391,0625	93177,9140625
O95861	BPNT1	Homo sapiens	3'(2'),5'-bisphosphate nucleotidase 1	BPNT1_HUMAN	9	9	10	False	21997,392578125	51331,48828125	24462,267578125	35637,48046875	25736,03125	20074,376953125	29922,6796875	26293,23046875	NaN	49739,31640625	30848,029296875	15430,583984375	4389,95068359375	9555,4248046875	6594,38330078125	12947,3740234375	6912,28369140625	6492,8662109375	6243,9609375	3954,641845703125	NaN	10812,345703125	6573,6796875	3947,97412109375
O95865	DDAH2	Homo sapiens	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	DDAH2_HUMAN	9	10	11	False	106437,1328125	99110,1875	78725,125	106439,34375	93293,6796875	93796,8671875	102736,734375	77905,1171875	50047,66796875	109098,1328125	99371,078125	69976,1484375	30917,287109375	24412,72265625	24288,314453125	29717,810546875	30522,56640625	26773,3203125	31802,154296875	23973,923828125	21986,34375	27475,4140625	26774,029296875	25259,7109375
O95881	TXNDC12	Homo sapiens	Thioredoxin domain-containing protein 12	TXD12_HUMAN	6	7	7	True	419264,3125	322798,9375	379716	264025,34375	402258,9375	267147,09375	350103,6875	283302,625	404555,40625	175899,078125	276431,84375	197349,359375	109770,984375	76714,765625	82482,6171875	55207,79296875	91131,5859375	68787,71875	83844,4140625	70700,546875	119323,2578125	46991,33984375	67541,9609375	52092,78125
O95897	OLFM2	Homo sapiens	Noelin-2	NOE2_HUMAN	4	4	4	True	33129,86328125	32464,169921875	16899,1484375	40347,91015625	18161,498046875	20499,94140625	18184,7265625	41852,234375	9089,8955078125	19870,02734375	21576,9140625	8090,265625	10733,123046875	12013,56640625	8416,103515625	11302,28515625	11397,4140625	6779,3837890625	6992,30712890625	11958,1708984375	2181,0146484375	6572,59814453125	5634,12841796875	3079,0419921875
O95965	ITGBL1	Homo sapiens	Integrin beta-like protein 1	ITGBL_HUMAN	30	31	39	True	873659,75	963895,25	2072411,125	506368,1875	1112401,125	1020673,1875	1003053,6875	2317735	3574019,75	593407,75	1423390,25	907502,5625	146606,96875	151281,453125	319821,6875	81225,140625	174161,078125	164926,34375	157438,34375	357763,59375	629794,625	86599,171875	206295,84375	156377,25
O95967	EFEMP2	Homo sapiens	EGF-containing fibulin-like extracellular matrix protein 2	FBLN4_HUMAN	15	16	20	True	911495,25	1436849,125	1753664,125	1320801,375	1138643,25	1433212,5	769719	1148978,125	1116957,25	938774,0625	1048559,75	788251,1875	279314,34375	422632,21875	487597,84375	350428,25	320014,53125	435800,65625	216698	352938,875	410735,5625	245759,828125	300843,96875	248479,515625
O95980	RECK	Homo sapiens	Reversion-inducing cysteine-rich protein with Kazal motifs	RECK_HUMAN	24	27	28	True	136601,28125	157695,390625	216321,09375	269663,4375	187893,8125	352547,3125	204384,625	338728,625	306234,21875	465482,78125	280104,59375	398589,5	46952,80859375	48243,51171875	63794,84375	70255,8515625	47179,4296875	99373,796875	71830,546875	99112,5546875	108510,609375	128734,453125	72851,2109375	117184,09375
O95989	NUDT3	Homo sapiens	Diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3_HUMAN	3	3	3	False	4416,13623046875	4126,955078125	4305,85107421875	4686,1123046875	48926,296875	NaN	8682,9833984375	10939,064453125	1,1294528245925903	7517,4765625	14362,904296875	6598,45947265625	5551,45166015625	4842,87451171875	4288,33837890625	4415,7197265625	3525,508544921875	3786,5546875	4904,5732421875	2929,269775390625	2535,057373046875	4585,82275390625	3559,153076171875	4512,89208984375
O95999	BCL10	Homo sapiens	B-cell lymphoma/leukemia 10	BCL10_HUMAN	2	2	2	True	2287,41650390625	7773,59423828125	NaN	3271,79541015625	4102,67333984375	5052,3994140625	18304,91796875	4546,669921875	NaN	4319,646484375	7212,21337890625	2998,6298828125	4548,43505859375	2844,618408203125	NaN	4052,148193359375	1903,1015625	3657,24853515625	7863,14599609375	5418,8056640625	NaN	5235,56982421875	7729,16064453125	6899,72509765625
O96000	NDUFB10	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUBA_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	920,7838745117188	89,54766845703125	NaN	NaN	968,7767944335938	54,972557067871094	611,0946655273438	NaN	NaN	1515,7777099609375	974,7667236328125	771,3938598632812	998,2191772460938	669,7371826171875	NaN	NaN	1861,8634033203125	568,25048828125	842,268798828125
O96019;O96019-2	ACTL6A	Homo sapiens	Actin-like protein 6A;Isoform 2 of Actin-like protein 6A	ACL6A_HUMAN	1	1	1	False	1	NaN	NaN	2,957552909851074	NaN	NaN	NaN	0,359409898519516	0,000649496738333255	1,068016767501831	NaN	NaN	3790,814697265625	2860,473876953125	3535,802978515625	3844,79443359375	3934,0029296875	3444,518310546875	3556,9267578125	2293,245849609375	1722,3743896484375	3973,669921875	4372,8115234375	4385,3974609375
O96033	MOCS2	Homo sapiens	Molybdopterin synthase sulfur carrier subunit	MOC2A_HUMAN	1	1	1	False	31920,52734375	105662,4921875	76921,703125	39329,26953125	51802,4609375	50157,19921875	61112,08984375	NaN	NaN	37993,65234375	82580,9140625	40819,0703125	3266,955810546875	4261,95263671875	5107,49951171875	5163,60107421875	4437,42529296875	5344,2373046875	5578,486328125	NaN	NaN	7604,212890625	3271,79345703125	4055,64111328125
P00167;P00167-2	CYB5A	Homo sapiens	Cytochrome b5;Isoform 2 of Cytochrome b5	CYB5_HUMAN	7	7	8	True	305626,1875	254796,671875	208772,875	312431,78125	275123,9375	275609,4375	226913,625	141307,640625	222733,40625	205929,5625	134172,75	167016,09375	67510,015625	51777,328125	40035,2890625	60617,5	54906,984375	48473,74609375	42859,21875	25641,28125	41820,078125	41817,41015625	25510,53125	28423,8671875
P00325	ADH1B	Homo sapiens	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	ADH1B_HUMAN	19	19	29	True	5910925,5	6864661	4812783,5	7104228,5	6973132	3471410,5	3766735,75	4073776,5	2804391,25	6750335,5	3048601,25	3130678,5	1077358,625	1337053,25	981471,4375	1245921,125	1287100	704559,625	739949,125	735909,8125	506674,875	1235590,25	557287,0625	618409,0625
P00338	LDHA	Homo sapiens	L-lactate dehydrogenase A chain	LDHA_HUMAN	24	30	35	True	3124430,75	4447990,5	3576985,5	3977958,25	3455133	2712348,5	3535013	2575787	2269808,25	4590440,5	5064663	2727301,5	692875,625	1121638,75	819792,0625	1013521,375	802875,8125	683775,9375	885261,375	606892,125	514043,21875	1141039,5	1330172,875	707115,3125
P00367	GLUD1	Homo sapiens	Glutamate dehydrogenase 1, mitochondrial	DHE3_HUMAN	18	18	19	True	130539,1953125	128551,0625	122317,5078125	67573,421875	101498,25	50517,48046875	192226,890625	95649,9921875	63559,10546875	124893,125	129118,671875	77742,4375	32545,26953125	35637,4453125	33233,75	18771,67578125	28768,26953125	14314,9404296875	48380,5078125	22334,201171875	20531,62890625	31315,529296875	32637,36328125	24279,146484375
P00387;P00387-2;P00387-3	CYB5R3	Homo sapiens	NADH-cytochrome b5 reductase 3;Isoform 2 of NADH-cytochrome b5 reductase 3;Isoform 3 of NADH-cytochrome b5 reductase 3	NB5R3_HUMAN	3	3	4	False	12620,6572265625	9010,283203125	12303,5888671875	21320,875	9941,1181640625	9064,9326171875	13166,02734375	7566,64990234375	12472,033203125	12663,5439453125	8076,82275390625	6081,85302734375	4567,36279296875	3691,34423828125	4408,79150390625	4587,94384765625	4914,06787109375	3684,726318359375	5312,78076171875	2463,192138671875	7560,9521484375	4399,759765625	5228,95166015625	2823,123779296875
P00390;P00390-2	GSR	Homo sapiens	Glutathione reductase, mitochondrial;Isoform Cytoplasmic of Glutathione reductase, mitochondrial	GSHR_HUMAN	22	23	27	True	659818,25	611451,8125	532244,4375	866534,3125	739034,875	568155,0625	448430,09375	432662,03125	248728,078125	730332,875	439292,15625	422354,46875	210673,328125	216187,390625	160713,484375	264513,5	224320,953125	180030,9375	160759,328125	135090,21875	92572,6796875	221390,109375	116560,84375	144165,078125
P00403	MT-CO2	Homo sapiens	Cytochrome c oxidase subunit 2	COX2_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	6501,53662109375	NaN	5118,76171875	8755,595703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	770,7599487304688	NaN	4361,6162109375	925,9768676757812	NaN	NaN
P00441	SOD1	Homo sapiens	Superoxide dismutase [Cu-Zn]	SODC_HUMAN	11	11	14	False	1970545,75	3341991,5	3247166,75	3620169,25	4086131,75	2892637	3544741,75	3633448,5	2200257,75	4141432,5	3884986,5	3329818	229458,171875	339172,71875	346959,65625	377254,40625	454086,5	299250,5625	364546,15625	422150,3125	288494,0625	450511,15625	391419,3125	359515,90625
P00450	CP	Homo sapiens	Ceruloplasmin	CERU_HUMAN	8	9	9	False	18339,6875	21173,220703125	15743,6962890625	20344,1796875	19009,796875	19304,2109375	8338,603515625	19511,607421875	8323,806640625	14622,544921875	16054,7919921875	8960,1435546875	3207,463623046875	6067,7607421875	4190,62353515625	5925,71728515625	4897,71630859375	4398,46337890625	2797,053955078125	5179,66015625	2944,32568359375	3937,811767578125	5899,2197265625	2998,2119140625
P00488	F13A1	Homo sapiens	Coagulation factor XIII A chain	F13A_HUMAN	1	1	1	False	NaN	NaN	2,038647174835205	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	1931,6314697265625	3081,915771484375	4791,31982421875	2242,711669921875	1829,56201171875	2041,8353271484375	2008,434814453125	4465,7177734375	5587,78125	2438,90185546875	3827,036865234375	2799,087158203125
P00491	PNP	Homo sapiens	Purine nucleoside phosphorylase	PNPH_HUMAN	4	4	4	True	26398,51953125	36885,46875	21497,94140625	44711,83203125	32583,541015625	26832,408203125	26622,58203125	9939,7451171875	16054,388671875	31252,392578125	25719,16015625	14309,2763671875	8116,97412109375	12654,578125	7719,89501953125	11698,1416015625	10080,671875	10102,0859375	8556,4052734375	7140,0712890625	3270,056396484375	12896,21875	9114,6044921875	8162,3984375
P00492	HPRT1	Homo sapiens	Hypoxanthine-guanine phosphoribosyltransferase	HPRT_HUMAN	7	7	8	False	89741,3359375	90101,1875	60631,05859375	101615,1171875	81041,5	58152,953125	98126,6796875	80432,78125	25597,17578125	121461,5	115101,0859375	79489,6328125	18438,90625	18436,734375	14929,0263671875	19099,060546875	17116,50390625	15852,857421875	23235,90234375	17142,142578125	5958,61279296875	23331,251953125	23429,916015625	18125,671875
P00505	GOT2	Homo sapiens	Aspartate aminotransferase, mitochondrial	AATM_HUMAN	19	19	21	True	390457,34375	600803,6875	220622,71875	573455,125	415018,09375	255397,625	198653,828125	190480,3125	120317,359375	389961,65625	153708,828125	137434,140625	58234,609375	81021,140625	52421	85205,625	77514,8203125	42618,98046875	35935,96875	36597,53515625	26345,875	60942,34765625	35700,609375	32974,41796875
P00533;P00533-2;P00533-3;P00533-4	EGFR	Homo sapiens	Epidermal growth factor receptor;Isoform 2 of Epidermal growth factor receptor;Isoform 3 of Epidermal growth factor receptor;Isoform 4 of Epidermal growth factor receptor	EGFR_HUMAN	5	5	5	True	7985,46826171875	9572,4775390625	12021,32421875	41026,41796875	15486,966796875	24104,34375	11146,560546875	9700,208984375	10654,388671875	44251,921875	7752,45166015625	21766,740234375	2486,07666015625	3003,213134765625	2346,4072265625	8589,1337890625	2634,447021484375	9437,9462890625	3085,356689453125	3870,2626953125	2423,845947265625	12595,111328125	3552,861572265625	8850,123046875
P00558	PGK1	Homo sapiens	Phosphoglycerate kinase 1	PGK1_HUMAN	27	35	43	False	1639984,5	2036011,5	1187622,375	2015642,125	1935135,5	1138807,625	2141934,5	1746209,125	614161,4375	2582427,75	2494471,25	1520691,875	274622,0625	318754,90625	212091,125	315183,84375	309932,3125	211629,953125	355050,1875	278393,625	121614,484375	379124,84375	393974,65625	277015,625
P00568	AK1	Homo sapiens	Adenylate kinase isoenzyme 1	KAD1_HUMAN	15	18	20	False	665747,875	524565,875	528712,5	598615,375	594164,25	530668	450668,5625	444918,78125	434031,59375	582335	407414,78125	444480,59375	215550,34375	165607	185108,515625	194818,953125	217649,0625	179032,671875	146174,15625	153035,765625	156902,234375	186193,375	134059,5625	160280,78125
P00734	F2	Homo sapiens	Prothrombin	THRB_HUMAN	6	7	7	False	29127,126953125	68528,109375	35569,0078125	87190,2265625	49889,26953125	30784,35546875	20375,6328125	83696,7109375	54033,3203125	26116,02734375	55481,25390625	26034,611328125	14876,447265625	26268,18359375	19898,07421875	28196,775390625	27210,306640625	11102,08203125	7627,40234375	31189,90625	16360,951171875	13345,9736328125	33536,77734375	14160,1181640625
P00736	C1R	Homo sapiens	Complement C1r subcomponent	C1R_HUMAN	54	64	88	False	17350500	20160436	25810452	16123541	23198902	18734966	15388048	26328742	18126146	13798210	20465806	13795591	3784728,75	4483812	5756941,5	3491989,5	5039349,5	4072313,5	3503517,75	5783974,5	4222104	2908340,25	4531167	3135500
P00738	HP	Homo sapiens	Haptoglobin	HPT_HUMAN	15	15	19	True	370557,46875	307678	323104,78125	217125,75	442360,03125	375278	843096,375	862791,5625	707932	494339,625	784648,125	367021,15625	107835,0859375	77726,9609375	81536,6328125	57285,453125	105250,5859375	99195,5546875	206678,203125	232490	225793,5625	113650,328125	188569	100365,9765625
P00742	F10	Homo sapiens	Coagulation factor X	FA10_HUMAN	2	2	2	True	18361,125	16572,75	7676,572265625	16779,12890625	9835,650390625	9392,9296875	NaN	34,06536102294922	17515,23046875	8712,7177734375	4712,06201171875	12740,1318359375	7571,58251953125	13718,1103515625	11979,2109375	15559,4013671875	14440,12109375	12875,66796875	4497,8515625	6270,244140625	10201,3798828125	5142,5302734375	11577,2822265625	6240,73486328125
P00746	CFD	Homo sapiens	Complement factor D	CFAD_HUMAN	22	24	34	True	178759040	179750944	220690928	133944376	179406816	161666336	178541472	255904608	203243024	144083472	170624768	132127056	12671110	12713367	17054604	9429987	13381130	12650057	13080603	19197966	18094428	10261479	12364271	10698740
P00747	PLG	Homo sapiens	Plasminogen	PLMN_HUMAN	6	7	8	False	82736,0625	155203,078125	154265,6875	177024,296875	203861,015625	146484,390625	113239,2734375	177311,359375	110060,171875	136918,53125	195162,40625	82233,421875	38308,78515625	60803,8125	69302,03125	72841,796875	73332,90625	63880,8125	40925,859375	69930,8203125	52593,94921875	46034,25390625	73743,734375	34070,9296875
P00749;P00749-2	PLAU	Homo sapiens	Urokinase-type plasminogen activator;Isoform 2 of Urokinase-type plasminogen activator	UROK_HUMAN	16	18	19	True	62752,5859375	31591,7109375	60278,76171875	116293,8125	25757,5078125	160974,078125	66189,09375	56242,49609375	106210,7265625	234908,09375	57217,84375	230658,109375	15284,89453125	10951,107421875	18124,453125	33980,80859375	12104,06640625	39305,046875	17350,462890625	18920,859375	26023,9453125	63346,0234375	17426,103515625	61846,9609375
P00750;P00750-3;P00750-4	PLAT	Homo sapiens	Tissue-type plasminogen activator;Isoform 3 of Tissue-type plasminogen activator;Isoform 4 of Tissue-type plasminogen activator	TPA_HUMAN	1	1	1	False	NaN	NaN	NaN	4287,904296875	3871,1923828125	NaN	NaN	NaN	NaN	2032,775390625	NaN	2030,3646240234375	NaN	NaN	NaN	692,14013671875	150,4080810546875	NaN	NaN	NaN	NaN	76,25016021728516	NaN	256,03765869140625
P00751	CFB	Homo sapiens	Complement factor B	CFAB_HUMAN	19	19	20	True	133716,203125	156935,015625	189165,609375	85839,1171875	130565,40625	124057,828125	60620,7734375	91238,484375	58570,96484375	49144,5546875	52487,37109375	40853,78125	27963,498046875	26835,126953125	38933,55859375	17463,048828125	28734,294921875	24173,96484375	12030,2421875	17720,078125	16872,958984375	8703,25390625	12860,3330078125	8771,4736328125
