PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
P16333	NCK1	Homo sapiens	Cytoplasmic protein NCK1	NCK1_HUMAN	7	7	7	False	8928,8486328125	8341,34375	11788,3076171875	9061,9111328125	12010,8857421875	16719,4453125	8245,6513671875	19599,8203125	6305,3662109375	10378,36328125	15400,4853515625	10204,0791015625	4577,5498046875	4025,41064453125	4284,6669921875	4591,19140625	5343,833984375	4253,30419921875	3678,919921875	7708,49755859375	5005,55322265625	5629,814453125	5949,94970703125	5394,60009765625
P16401	H1-5	Homo sapiens	Histone H1.5	H15_HUMAN	7	7	8	True	165659,1875	206117,6875	360168,4375	115294,015625	147560,203125	267972,59375	106580,65625	150097,46875	179546,8125	81551,90625	123125,921875	146331,484375	73053,5546875	113089,1015625	167037,828125	40755,1875	64993,76171875	132578,421875	48528,9921875	92902,703125	84371,3984375	38573,27734375	46596,0859375	70934,8515625
P16403	H1-2	Homo sapiens	Histone H1.2	H12_HUMAN	8	8	9	True	469280,1875	425092,3125	808129,75	273156,65625	329298,75	446434,65625	230252,28125	273119,25	368367,90625	226835,625	235883,765625	269704,875	103377,3203125	116868,3125	200789,375	72965,3984375	84916,5625	127552,859375	57405,63671875	87734,8203125	104408,109375	55760,25	66062,90625	72005,65625
P16435	POR	Homo sapiens	NADPH--cytochrome P450 reductase	NCPR_HUMAN	4	4	4	False	3852,524658203125	4592,60693359375	5130,0009765625	2555,655029296875	3276,397216796875	5992,8544921875	4945,24267578125	6998,9287109375	3157,984375	6965,06494140625	5360,37744140625	12014,1015625	247,80531311035156	293,94854736328125	207,751708984375	653,5286865234375	195,79144287109375	1399,7010498046875	572,9844360351562	1625,6611328125	466,11474609375	824,3356323242188	568,3237915039062	1,6296764612197876
P16615;P16615-2;P16615-3;P16615-5	ATP2A2	Homo sapiens	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 3 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 5 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	AT2A2_HUMAN	8	8	8	True	6326,6787109375	4621,45166015625	5070,5341796875	1539,476806640625	6621,275390625	3896,45556640625	2207,224365234375	5807,26904296875	6440,18115234375	1124,1021728515625	486,3617248535156	1764,1466064453125	1194,1190185546875	858,5133666992188	1369,421142578125	393,84375	2869,525634765625	35,850486755371094	256,32427978515625	2,29929518699646	1512,36328125	NaN	207,51658630371094	1,4619067907333374
P16870;P16870-2	CPE	Homo sapiens	Carboxypeptidase E;Isoform 2 of Carboxypeptidase E	CBPE_HUMAN	3	3	3	False	NaN	4590,4345703125	NaN	2090,458740234375	7041,73876953125	5803,1435546875	NaN	NaN	NaN	2324,274169921875	5987,90576171875	4222,99609375	2184,4345703125	3894,6552734375	NaN	1393,53173828125	3924,33154296875	1967,1439208984375	1899,3756103515625	NaN	2019,036376953125	2394,62939453125	4888,572265625	1052,8294677734375
P16871;P16871-2;P16871-3;P16871-4	IL7R	Homo sapiens	Interleukin-7 receptor subunit alpha;Isoform 3 of Interleukin-7 receptor subunit alpha;Isoform 4 of Interleukin-7 receptor subunit alpha;Isoform 2 of Interleukin-7 receptor subunit alpha	IL7RA_HUMAN	2	2	2	False	31676,1171875	15419,3427734375	1560,5089111328125	15873,578125	7894,01953125	4346,5791015625	11594,068359375	NaN	6256,259765625	9674,029296875	7903,9599609375	NaN	6883,71728515625	2210,1416015625	500,02490234375	3491,245361328125	1437,19189453125	650,3723754882812	2379,10400390625	NaN	315,87841796875	2094,638671875	1292,612548828125	NaN
P16930;P16930-2	FAH	Homo sapiens	Fumarylacetoacetase;Isoform 2 of Fumarylacetoacetase	FAAA_HUMAN	3	3	3	False	14038,4140625	4404,85498046875	7763,533203125	5571,69580078125	2648,512939453125	10302,7705078125	7642,1689453125	11257,8291015625	2193,3359375	10091,392578125	5336,70703125	5058,330078125	1803,308837890625	1664,044921875	1445,8411865234375	1933,0567626953125	1749,208251953125	2308,670654296875	1889,6824951171875	196,44374084472656	1585,985595703125	2083,114501953125	2082,349609375	1872,9027099609375
P16949	STMN1	Homo sapiens	Stathmin	STMN1_HUMAN	17	17	18	False	1351931,125	1206636,75	2711829,25	1781889,5	1326128,25	2078503	1343720,875	2136382,25	1523603,75	1503473,125	1171561,25	1864723,625	357572,46875	316937,375	708645,625	468740,59375	342552,59375	526217,375	353627,34375	627146,3125	413734,25	372923,8125	324951,75	490928,71875
P16989-2	YBX3	Homo sapiens	Isoform 2 of Y-box-binding protein 3	YBOX3_HUMAN	1	1	1	False	NaN	NaN	1,8613711595535278	1,3723082542419434	0,5696903467178345	0,9434369206428528	NaN	NaN	NaN	NaN	1	2,3418970108032227	3097,9091796875	1717,7811279296875	4041,298583984375	2087,963623046875	2100,995361328125	2403,111328125	2133,93701171875	4067,990966796875	1015,692626953125	1110,5574951171875	1374,239013671875	1332,3394775390625
P16989;P16989-3	YBX3	Homo sapiens	Y-box-binding protein 3;Isoform 3 of Y-box-binding protein 3	YBOX3_HUMAN	2	2	2	True	430,0441589355469	7586,564453125	12370,9912109375	8398,7900390625	6705,5732421875	3566,396240234375	5219,72412109375	13120,400390625	3972,157958984375	3424,88427734375	8145,50439453125	6716,302734375	4088,51611328125	2775,265869140625	4939,75537109375	3757,581787109375	1830,000732421875	381,6723327636719	710,96875	6416,716796875	3810,403076171875	792,5283813476562	14,871294975280762	838,3220825195312
P17050	NAGA	Homo sapiens	Alpha-N-acetylgalactosaminidase	NAGAB_HUMAN	4	4	4	True	33222,859375	44277,4609375	22003,302734375	23005,728515625	33147,7578125	25807,419921875	19786,888671875	17731,263671875	16559,37890625	17825,0546875	14301,3623046875	18584,326171875	11331,783203125	12973,3837890625	6201,8115234375	8101,09423828125	9922,224609375	7208,8583984375	6600,25439453125	3218,795654296875	7169,32080078125	5377,04052734375	7558,5849609375	4294,7451171875
P17096	HMGA1	Homo sapiens	High mobility group protein HMG-I/HMG-Y	HMGA1_HUMAN	5	5	6	True	113080,7734375	289496,3125	465320,9375	107213,78125	263145,09375	369177,25	186995,359375	627462,375	435457,875	102473,2109375	232807,609375	254474,0625	17567,33203125	40127,9375	70795,1328125	13965,052734375	29488,533203125	45269,2109375	31969,59375	87539,3125	56216,53125	14895,9365234375	26900,693359375	34427,984375
P17096-2	HMGA1	Homo sapiens	Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y	HMGA1_HUMAN	1	1	1	True	158153,359375	343314,34375	812627,375	90656,65625	217279,84375	356502,96875	273633,75	668935,875	634448,5625	107881,2734375	162944,796875	250791,28125	18857,482421875	33508,28125	72476,7421875	10126,9189453125	24534,732421875	38839,1015625	28641,111328125	77661,2265625	63859,93359375	13838,4384765625	15556,9638671875	27501,794921875
P17174	GOT1	Homo sapiens	Aspartate aminotransferase, cytoplasmic	AATC_HUMAN	10	10	11	True	10985,751953125	12526,6357421875	9714,689453125	12732,8359375	12814,2890625	14121,39453125	13514,71875	10296,6259765625	12891,0654296875	15935,6689453125	15007,5537109375	16701,416015625	3571,890869140625	2750,80322265625	1441,5955810546875	3197,17041015625	2334,600830078125	3006,982666015625	3156,4892578125	2157,82958984375	3187,3076171875	5316,89306640625	3582,70361328125	3102,754638671875
P17252	PRKCA	Homo sapiens	Protein kinase C alpha type	KPCA_HUMAN	2	2	2	True	5319,0263671875	2113,86181640625	2315,88330078125	3110,357666015625	2706,46826171875	9669,59765625	4740,4326171875	9740,173828125	3928,626220703125	4601,447265625	2371,653076171875	5448,0771484375	102,56484985351562	138,8214569091797	184,01856994628906	122,06331634521484	NaN	974,5678100585938	609,81005859375	764,4956665039062	250,301025390625	774,0917358398438	336,7663269042969	2,494170665740967
P17302	GJA1	Homo sapiens	Gap junction alpha-1 protein	CXA1_HUMAN	1	1	1	False	19099,75	2791,37646484375	11352,3056640625	16814,349609375	2540,194580078125	2514,737060546875	9320,8681640625	4239,24365234375	5239,8369140625	20483,990234375	6016,7265625	2167,26708984375	7192,759765625	2896,1279296875	6127,81884765625	6616,10107421875	2178,30322265625	2373,010986328125	3933,4814453125	3012,18017578125	2865,389892578125	4088,786865234375	1656,3701171875	2497,7861328125
P17405;P17405-2;P17405-3;P17405-4	SMPD1	Homo sapiens	Sphingomyelin phosphodiesterase;Isoform 2 of Sphingomyelin phosphodiesterase;Isoform 3 of Sphingomyelin phosphodiesterase;Isoform 4 of Sphingomyelin phosphodiesterase	ASM_HUMAN	5	5	5	False	8570,3671875	27652,24609375	18743,62109375	14815,0146484375	28609,1015625	22225,1796875	19421,607421875	33201,04296875	26114,568359375	26152,18359375	20646,947265625	23877,669921875	4401,890625	10268,9453125	6348,5927734375	4756,603515625	8986,9619140625	6609,93896484375	5343,36962890625	9138,1884765625	6382,6064453125	3953,34228515625	7724,47119140625	8588,4248046875
P17655	CAPN2	Homo sapiens	Calpain-2 catalytic subunit	CAN2_HUMAN	13	13	13	False	43187,0703125	49878,2265625	39660,19921875	37757,37109375	45814,23046875	43666,0546875	33154,6875	40473,453125	36931,30859375	47096,39453125	49740,3203125	56906,16796875	12924,400390625	13830,841796875	8466,4111328125	11538,6103515625	16256,4091796875	12741,951171875	11670,0458984375	13075,00390625	11678,763671875	15757,591796875	17223,197265625	13414,17578125
P17693;P17693-5	HLA-G	Homo sapiens	HLA class I histocompatibility antigen, alpha chain G;Isoform 5 of HLA class I histocompatibility antigen, alpha chain G	HLAG_HUMAN	1	1	1	False	NaN	1	NaN	1,0403473377227783	0,8575159907341003	2,8223345279693604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61,58989334106445	170,7477569580078	505,4933776855469	66,81240844726562	0,6583101153373718	NaN	NaN	135,9329071044922	NaN	NaN	246,79039001464844
P17812	CTPS1	Homo sapiens	CTP synthase 1	PYRG1_HUMAN	5	5	5	False	18217,509765625	14757,2685546875	8802,85546875	17108,107421875	4430,14599609375	10464,2431640625	8793,85546875	11385,1669921875	2892,791015625	7495,00146484375	9972,0908203125	4042,320068359375	5594,16748046875	4277,291015625	4540,34423828125	4521,833984375	4634,421875	5631,404296875	3771,8955078125	4578,6572265625	2853,65869140625	4070,174560546875	4102,5380859375	2873,986328125
P17813;P17813-2	ENG	Homo sapiens	Endoglin;Isoform Short of Endoglin	EGLN_HUMAN	5	5	5	True	886,7291259765625	4068,219970703125	3467,401611328125	2346,39794921875	5400,17333984375	3091,75341796875	2238,79443359375	2320,376220703125	3003,192138671875	2141,19482421875	3082,890380859375	4432,98095703125	1598,27685546875	1033,9539794921875	364,9676208496094	860,6732177734375	1645,9908447265625	1606,993896484375	882,588623046875	227,96778869628906	916,5890502929688	1234,3829345703125	1246,884521484375	1662,9801025390625
P17844;P17844-2	DDX5	Homo sapiens	Probable ATP-dependent RNA helicase DDX5;Isoform 2 of Probable ATP-dependent RNA helicase DDX5	DDX5_HUMAN	1	1	1	True	8590,765625	4758,509765625	10530,1181640625	1758,9727783203125	NaN	2519,008544921875	3185,8212890625	2559,913330078125	NaN	1253,27978515625	5477,93212890625	974,7614135742188	660,0460815429688	1150,044677734375	2884,288330078125	929,0291137695312	NaN	357,1498107910156	636,8716430664062	1172,96435546875	1319,81298828125	877,0292358398438	323,6908874511719	1596,5399169921875
P17858;P17858-2	PFKL	Homo sapiens	ATP-dependent 6-phosphofructokinase, liver type;Isoform 2 of ATP-dependent 6-phosphofructokinase, liver type	PFKAL_HUMAN	4	4	4	True	4933,03271484375	2567,56201171875	4875,12939453125	2887,04296875	6989,99267578125	5453,24755859375	3190,527587890625	3274,1298828125	3950,766845703125	2543,019775390625	4779,2744140625	5498,94091796875	788,4415893554688	1149,47509765625	924,7587280273438	766,7544555664062	1255,455078125	627,1842651367188	696,3302001953125	349,56005859375	332,9541931152344	814,2379150390625	928,4939575195312	544,11083984375
P17900	GM2A	Homo sapiens	Ganglioside GM2 activator	SAP3_HUMAN	2	2	3	True	56394,2578125	74094,921875	13999,443359375	52408,71875	84666,2265625	56489,25390625	27772,296875	11567,8505859375	60648,69921875	63635,03125	110116,03125	45115,9921875	10386,94921875	16026,4208984375	4157,71728515625	9827,7314453125	19127,8359375	11773,0107421875	6662,34521484375	5329,19580078125	12465,033203125	13515,599609375	21500,2265625	10253,56640625
P17931	LGALS3	Homo sapiens	Galectin-3	LEG3_HUMAN	7	7	7	True	45209,47265625	41750,46484375	24244,3828125	35611,7734375	32219,966796875	33768,37109375	33106,09765625	31922,96484375	39865,0625	52850,82421875	58071,7109375	43853,48828125	10087,8583984375	7217,95068359375	3555,875	8312,900390625	8008,3984375	6889,00537109375	6547,39111328125	2998,003173828125	7553,6005859375	10784,5263671875	12110,9736328125	6848,681640625
P17936;P17936-2	IGFBP3	Homo sapiens	Insulin-like growth factor-binding protein 3;Isoform 2 of Insulin-like growth factor-binding protein 3	IBP3_HUMAN	11	12	13	True	163178,375	105600,1015625	146436,453125	96868,703125	64033,84765625	75048,7421875	156800,65625	163839,34375	105701,859375	92806,875	58919,3671875	82188,6484375	53456,42578125	29650,50390625	50298,57421875	32889,52734375	18276,318359375	26181,1953125	51409,15625	50204,89453125	35871,73828125	31452,244140625	17568,29296875	22020,876953125
P17980	PSMC3	Homo sapiens	26S proteasome regulatory subunit 6A	PRS6A_HUMAN	6	6	6	False	12700,6884765625	9941,2763671875	9825,662109375	9336,376953125	11363,837890625	8937,736328125	12060,1484375	8784,7236328125	13237,982421875	11900,2001953125	5142,95263671875	3832,053466796875	3873,11572265625	4263,72265625	2115,5009765625	2895,810791015625	2943,261474609375	4228,92724609375	4576,46826171875	491,8784484863281	4053,71728515625	4279,16845703125	3295,520751953125	3518,2138671875
P17987	TCP1	Homo sapiens	T-complex protein 1 subunit alpha	TCPA_HUMAN	15	16	16	False	22017,353515625	23454,0859375	25005,64453125	24088,1484375	19528,248046875	23909,525390625	18761,431640625	18673,767578125	19712,326171875	16921,359375	19797,412109375	26123,75390625	11182,2578125	6924,11669921875	7246,06640625	8350,8779296875	9273,3212890625	10542,1533203125	6995,12841796875	5314,4765625	7256,958984375	7883,75830078125	8892,6845703125	10217,279296875
P18031	PTPN1	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 1	PTN1_HUMAN	5	5	5	False	6638,18310546875	6015,7373046875	5531,220703125	6808,8232421875	8245,85546875	8452,5712890625	5992,16162109375	2722,022216796875	5003,0556640625	7175,6513671875	9144,4248046875	7199,41650390625	3134,46826171875	4213,181640625	2749,513671875	3681,28466796875	3739,232421875	3218,158203125	2798,09521484375	1922,5509033203125	3227,48974609375	3320,84326171875	4735,794921875	2870,478759765625
P18065	IGFBP2	Homo sapiens	Insulin-like growth factor-binding protein 2	IBP2_HUMAN	10	10	11	True	229657,296875	168715,234375	132829,59375	197762,640625	155267,703125	99333,796875	235626,15625	249083,390625	203152,9375	188959,796875	161922,703125	172106,171875	80371,1171875	55876,38671875	50700,5234375	68784,3125	50439,90234375	38575,44921875	83788,6328125	93504,515625	72569,1640625	68538,2421875	56380,8046875	57490,39453125
P18077	RPL35A	Homo sapiens	60S ribosomal protein L35a	RL35A_HUMAN	4	4	5	False	122338,09375	73152,3203125	104794,8671875	117191,546875	78606,6796875	82387,25	95523,8671875	47564,55859375	65069,35546875	164605,234375	82907,421875	62064,796875	43783,93359375	30038,515625	45546,74609375	45928,16796875	29426,787109375	32421,21484375	39569,20703125	19964,359375	25953,33984375	52108,96484375	31808,990234375	25202,962890625
P18084	ITGB5	Homo sapiens	Integrin beta-5	ITB5_HUMAN	6	6	6	False	16487,3203125	23176,216796875	17137,28515625	14747,6376953125	33340,546875	25863,615234375	19479,51953125	16764,912109375	28142,98046875	20038,1015625	17000,9453125	18518,837890625	1665,8228759765625	2420,114501953125	2730,059814453125	2235,074951171875	5662,1162109375	3912,763916015625	1477,3624267578125	2570,369140625	2627,74560546875	2416,865966796875	3228,052734375	2623,145751953125
P18085	ARF4	Homo sapiens	ADP-ribosylation factor 4	ARF4_HUMAN	6	6	6	True	10077,38671875	10417,00390625	20110,771484375	7784,40771484375	8965,673828125	9372,1162109375	6545,0244140625	2467,07470703125	4058,8681640625	6196,52783203125	6561,251953125	8798,302734375	1967,638427734375	2246,172607421875	1537,4642333984375	828,4236450195312	608,0776977539062	1068,13623046875	841,41796875	209,56747436523438	623,97216796875	517,2973022460938	201,23158264160156	821,0062866210938
P18124	RPL7	Homo sapiens	60S ribosomal protein L7	RL7_HUMAN	6	6	7	True	41107,703125	32554,984375	53865,21875	28950,134765625	30808,24609375	28994,81640625	37805,8046875	31799,009765625	25308,53125	34018,33984375	27811,611328125	18988,494140625	19673,970703125	12828,921875	28042,15234375	14973,5546875	12404,34375	14160,2138671875	18630,87890625	14987,978515625	13363,9755859375	15252,8212890625	9971,68359375	10458,10546875
P18206;P18206-2	VCL	Homo sapiens	Vinculin;Isoform 1 of Vinculin	VINC_HUMAN	66	75	78	False	397138,46875	414399,15625	207984,5625	435444,78125	393152,34375	347762,53125	367805,3125	233046,609375	384316,375	501237,34375	464495,96875	385793,0625	122903,0859375	116783,9609375	57956,89453125	130435,8515625	118344,1484375	107659,546875	114253,1328125	65016,74609375	116287,2890625	155906,90625	147940,046875	117795,6171875
P18433;P18433-6	PTPRA	Homo sapiens	Receptor-type tyrosine-protein phosphatase alpha;Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha	PTPRA_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	223,5980682373047	NaN	NaN	NaN	333,32318115234375	209,65609741210938	364,0220642089844	149,29434204101562	640,4948120117188	NaN	294,7819519042969	3,7017650604248047	397,19598388671875	259,7315979003906	213,39927673339844	NaN
P18621;P18621-3	RPL17	Homo sapiens	60S ribosomal protein L17;Isoform 3 of 60S ribosomal protein L17	RL17_HUMAN	7	7	8	False	210763,234375	151610,90625	277557,5	188039,125	167400,453125	177146,515625	228617,359375	153522,9375	126707,0546875	180144,015625	163728,765625	133705,96875	57868,74609375	40358,7421875	72472,265625	49547,55078125	38302,65234375	44600,7890625	48809,234375	39692,15234375	38080,91796875	46500,10546875	37218,35546875	35062,26171875
P18669	PGAM1	Homo sapiens	Phosphoglycerate mutase 1	PGAM1_HUMAN	13	15	19	False	136299,828125	183431,390625	124514,8359375	193039	169612,796875	105353,96875	201825,1875	118682,4140625	187789,34375	251106,609375	190075,21875	147701,015625	67993,265625	78569,1171875	58947,7734375	88935,1015625	64040,02734375	52425,0546875	100490,7421875	52319,359375	95368,3984375	111514,484375	85479,25	64913,90625
P18754;P18754-2	RCC1	Homo sapiens	Regulator of chromosome condensation;Isoform 2 of Regulator of chromosome condensation	RCC1_HUMAN	2	2	2	True	13401,3486328125	8615,10546875	11586,33984375	11102,3056640625	NaN	12241,8623046875	5648,91748046875	7126,66845703125	6029,3369140625	9772,7255859375	19242,15625	9880,810546875	3678,434326171875	5295,013671875	5749,41357421875	2228,912841796875	2753,311767578125	2802,43408203125	2565,022705078125	3134,643310546875	4691,716796875	3555,085205078125	2588,338134765625	3672,123046875
P18827	SDC1	Homo sapiens	Syndecan-1	SDC1_HUMAN	1	1	1	True	14309,4365234375	32294,39453125	33540,01953125	56106,90234375	69991,40625	42761,4140625	28751,115234375	33995,46875	16533,939453125	8786,86328125	44476,31640625	24772,1953125	1476,625	1730,3353271484375	2782,816650390625	5224,4833984375	6620,6474609375	4831,66748046875	1594,3475341796875	3952,84423828125	1235,38232421875	3255,0634765625	3327,030517578125	4066,76416015625
P18850	ATF6	Homo sapiens	Cyclic AMP-dependent transcription factor ATF-6 alpha	ATF6A_HUMAN	2	2	2	False	4000,226318359375	NaN	NaN	12949,4228515625	6034,712890625	1328,79541015625	NaN	1826,4119873046875	NaN	7035,9560546875	1500,0301513671875	2047,1510009765625	NaN	NaN	NaN	11,642356872558594	5,134329319000244	3,292963743209839	NaN	0,005906280130147934	NaN	1,9678007364273071	NaN	0,034069743007421494
P18887	XRCC1	Homo sapiens	DNA repair protein XRCC1	XRCC1_HUMAN	1	1	1	False	2925,0107421875	1939,83837890625	5334,00341796875	1521,451416015625	890,7536010742188	7588,02197265625	2807,585205078125	9612,5537109375	1564,759033203125	2233,96875	2981,635009765625	8348,0693359375	1319,5443115234375	1439,8875732421875	3463,208984375	894,8418579101562	1069,564453125	3245,21337890625	2172,0654296875	2810,000244140625	1173,248291015625	1059,88232421875	1853,916015625	1658,051025390625
