PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
P00505	GOT2	Homo sapiens	Aspartate aminotransferase, mitochondrial	AATM_HUMAN	23	26	29	False	3167460,75	2501267,75	2516038	3248268	3181345,75	2615918,75	2408080,5	2306160,75	2399919,25	2063381,625	2252390	2322012,75	701470,75	583759,5	572340,5625	678736,125	650325,625	592165,875	516817,21875	493361,59375	526545	460697,21875	510931,71875	479189,3125
P00519;P00519-2	ABL1	Homo sapiens	Tyrosine-protein kinase ABL1;Isoform IB of Tyrosine-protein kinase ABL1	ABL1_HUMAN	7	7	7	False	55523,6953125	31991,5390625	59796,61328125	55730,21875	38348,50390625	37215,2421875	53771,625	35282,87109375	30179,986328125	42330,06640625	27951,65234375	69032,1875	13095,068359375	6078,4375	13086,3837890625	8422,2099609375	8250,9404296875	12339,1201171875	9631,7294921875	12490,892578125	10606,4462890625	8594,6728515625	9433,814453125	13203,4072265625
P00533	EGFR	Homo sapiens	Epidermal growth factor receptor	EGFR_HUMAN	34	34	36	False	2460644,25	1284364,625	2077138,25	2986210	1326262,75	1556358,5	2066929,625	2681637,5	1663442,375	2075275	2361029,25	3082871,5	174235,78125	74097,296875	162252,171875	235402	97996,265625	103840,7265625	140094,3125	196571,6875	95966,9140625	131784,25	154849,65625	229380,90625
P00558	PGK1	Homo sapiens	Phosphoglycerate kinase 1	PGK1_HUMAN	28	37	49	False	23505106	37640040	29544622	22942372	33797724	32532660	25602166	24250432	33481852	34354440	32236442	22626234	3929409	5993850	4280549	3672688,75	5141541	4903757,5	3989550,75	3714492,5	5283391	5300532,5	4765250	3626868,25
P00558-2	PGK1	Homo sapiens	Isoform 2 of Phosphoglycerate kinase 1	PGK1_HUMAN	1	1	1	False	46363,05859375	NaN	7869,1494140625	23680,416015625	NaN	30013,095703125	95187,4765625	52249,82421875	NaN	21212,990234375	NaN	14630,345703125	6709,3974609375	NaN	1772,7545166015625	3019,129638671875	NaN	3651,6669921875	10106,4912109375	3113,782958984375	NaN	2582,35791015625	NaN	1002,1763916015625
P00568	AK1	Homo sapiens	Adenylate kinase isoenzyme 1	KAD1_HUMAN	13	17	20	False	2500542	3470143,25	2676645,25	2765772,5	3414105,5	3257573,75	2612522	2178699,25	2542563,75	2619643	2329274	1836770,75	629117,0625	828697,875	595559,9375	634408,375	739854,625	750155,125	560272,4375	507561,90625	617619,5625	628299,75	546202,75	445032,5
P00734	F2	Homo sapiens	Prothrombin	THRB_HUMAN	7	11	11	True	27493,80859375	891302,5	3470021,25	26051,63671875	654135,6875	1458053,5	91224,359375	4370172,5	7051778	57332,74609375	6194477,5	10478912	3414,208984375	113671,3125	346751,4375	32205,49609375	56758,60546875	104844,4296875	14488,35546875	240695,34375	477096,96875	8690,3740234375	512321,875	892250,625
P00736	C1R	Homo sapiens	Complement C1r subcomponent	C1R_HUMAN	13	13	13	False	125686,71875	184606,640625	198195,328125	142687,3125	238406,171875	236445,25	64968,56640625	192950,28125	197578,859375	151458,109375	210445,59375	223280	10730,6953125	20956,443359375	22066,310546875	16590,958984375	26025,84375	24427,294921875	6482,8671875	15277,0126953125	23621,640625	10998,111328125	24850,642578125	23701,21484375
P00740;P00740-2	F9	Homo sapiens	Coagulation factor IX;Isoform 2 of Coagulation factor IX	FA9_HUMAN	3	3	3	True	NaN	68622,1015625	611709,3125	NaN	13817,7392578125	195182,796875	23141,5078125	785580,5625	823846,4375	24389,533203125	429799,71875	913004,5625	NaN	29993,953125	221949,75	NaN	14319,8115234375	69106,53125	3662,63671875	248634,34375	267845,4375	8587,83984375	144659,34375	374788,40625
P00742	F10	Homo sapiens	Coagulation factor X	FA10_HUMAN	1	1	1	True	NaN	486198,59375	492733,78125	NaN	518145,8125	809712,875	NaN	1771937,5	2051292,25	NaN	1425911	1601575,625	NaN	20551,296875	140908,015625	NaN	21028,376953125	63013,05859375	NaN	292903,71875	339101,875	NaN	101613,859375	274270,34375
P00746	CFD	Homo sapiens	Complement factor D	CFAD_HUMAN	5	5	6	False	108620,09375	128203,296875	73913,140625	71867,78125	81601,6640625	76450,203125	33249,25	71169,6015625	105098,8125	93530,5390625	52369,046875	61170,1171875	22531,544921875	16569,716796875	12812,392578125	24144,3359375	16213,61328125	12832,0634765625	15472,0732421875	17021,625	13369,8466796875	18946,54296875	13388,2841796875	12406,0595703125
P00749;P00749-2	PLAU	Homo sapiens	Urokinase-type plasminogen activator;Isoform 2 of Urokinase-type plasminogen activator	UROK_HUMAN	2	2	2	True	149259,296875	74150,0234375	176168,578125	82446,3046875	133479,640625	126152,1640625	165842,21875	213421,265625	183121,140625	130747,7109375	248228,875	129927,3125	2615,25634765625	2987,480224609375	5994,28955078125	2486,8291015625	2526,829345703125	5322,81640625	5548,546875	12620,658203125	8945,625	5952,39697265625	7976,7998046875	8293,78125
P00750	PLAT	Homo sapiens	Tissue-type plasminogen activator	TPA_HUMAN	6	6	6	False	63726,359375	22025,697265625	22374,435546875	44826,95703125	22033,427734375	47431,71875	27361,4140625	93624,8984375	40581,12109375	23275,1640625	38248,859375	33442,23828125	1774,6060791015625	5357,43115234375	8262,8974609375	2232,615478515625	4327,1318359375	7579,5068359375	4188,4208984375	17561,337890625	11704,70703125	6224,21826171875	14194,4619140625	12283,150390625
P00813	ADA	Homo sapiens	Adenosine deaminase	ADA_HUMAN	17	17	20	True	185267,453125	241101,9375	169669,546875	163259,84375	218878,671875	154308,46875	133448,828125	146637,125	133042,625	123865,7890625	136734,21875	141264,203125	72620,0546875	95558,34375	73083,796875	65152,34765625	92945,5625	74424,9921875	57553,19921875	54295,7734375	57961,734375	55782,015625	58718,4765625	44670,76171875
P00846	MT-ATP6	Homo sapiens	ATP synthase subunit a	ATP6_HUMAN	2	2	2	False	6171049	735611,25	5091913,5	6451368,5	1760510,5	679519	2442548,5	2778044,25	805704,1875	1789244,75	1879325,75	2618130	1200641	258817,8125	1073995	1154079	277704,59375	152604,625	439507,4375	438643,75	194422,375	342082,1875	318950,78125	579424
P00966	ASS1	Homo sapiens	Argininosuccinate synthase	ASSY_HUMAN	30	33	40	False	6379897	7132845	5885422,5	5971658,5	7132532,5	6110895	7521697,5	7456238,5	7145271,5	7445227	7590683	6074323,5	1099579,375	1239489,625	1005016,8125	1079884,25	1254381,375	1109613,875	1303834,75	1105115,25	1212624	1334152,375	1297387,125	1003024,5
P00973;P00973-2;P00973-3;P00973-4	OAS1	Homo sapiens	2'-5'-oligoadenylate synthase 1;Isoform p41 of 2'-5'-oligoadenylate synthase 1;Isoform p48 of 2'-5'-oligoadenylate synthase 1;Isoform p44 of 2'-5'-oligoadenylate synthase 1	OAS1_HUMAN	2	2	2	False	11564031	7076383,5	11648561	13248155	13228952	2364974	6787001,5	6652265	3313383,25	10572267	10095964	6864076	12339,4453125	2087,77783203125	12444,955078125	18630,150390625	7382,77294921875	5673,994140625	7842,54931640625	7125,228515625	3878,6181640625	3006,10986328125	6654,732421875	14206,748046875
P01008	SERPINC1	Homo sapiens	Antithrombin-III	ANT3_HUMAN	4	4	5	False	33475,24609375	278484,90625	106123,5546875	36696,83984375	168099,359375	80360,578125	75771,96875	99794,2421875	481998,28125	111491,7890625	342394,6875	167782,578125	18930,99609375	141078,890625	51269,8203125	15285,28125	104236,3828125	32585,609375	29217,947265625	37648,40625	250358,015625	48375,78125	161908,453125	88252,046875
P01023	A2M	Homo sapiens	Alpha-2-macroglobulin	A2MG_HUMAN	16	16	17	False	850767,9375	3275035,5	3098042,75	775455,8125	2050878	3378011,75	1077960,375	3955869	4700863,5	1098588,875	3595568	3127077,25	376377,8125	944243,1875	878127,75	385254,28125	669913,5	997063,25	369780,8125	858166,8125	1328618	512903,75	812354,375	893226
P01024	C3	Homo sapiens	Complement C3	CO3_HUMAN	11	11	11	False	4851899	211435,671875	540037,6875	2963096	98531,046875	424262,09375	4349105,5	1153308,125	279989,3125	1131337,625	174638,828125	495026,09375	230059,140625	23178,29296875	29466,0703125	69109,6328125	13032,6552734375	34815,63671875	167182,5	40145,875	40912,125	25993,814453125	18934,306640625	38065,921875
P01033	TIMP1	Homo sapiens	Metalloproteinase inhibitor 1	TIMP1_HUMAN	4	4	4	False	75150,9453125	167838,28125	71955,296875	61680,1484375	122763,1484375	89517,2734375	46663,05078125	109365,375	273218,5	92108,90625	228455,078125	233322,453125	16117,2412109375	35923,01953125	25352,439453125	14885,884765625	33052,859375	29414,455078125	16461,306640625	28577,82421875	72894,6640625	32855,0234375	59969,3125	56203,75
P01034	CST3	Homo sapiens	Cystatin-C	CYTC_HUMAN	3	3	3	False	244426,34375	578141,625	496956,09375	221101,015625	636034,875	404697,28125	234275,21875	267352,40625	589485,875	313601,875	481606,375	365684,84375	27198,880859375	61678,36328125	46549,8125	22368,0625	56204,37109375	38211,28125	28566,4375	19790,26171875	60918,44140625	35874,515625	51615,75390625	38047,26171875
P01040	CSTA	Homo sapiens	Cystatin-A	CYTA_HUMAN	2	2	2	False	12912,791015625	NaN	67367,109375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8129,83203125	NaN	10336,2607421875	NaN	NaN	8092,6748046875	NaN	NaN	NaN	NaN	NaN	NaN
P01111	NRAS	Homo sapiens	GTPase NRas	RASN_HUMAN	7	7	7	False	954780,5	767729,125	1142008,875	1449051,25	939749,0625	660155,375	701345,3125	905342,25	838309,875	1132616,375	1324373,875	1749314,25	285615,4375	186095,28125	286885,28125	366629,71875	241917,609375	210803,125	222749,9375	287076,96875	223161,328125	280364	334891	418295,09375
P01112	HRAS	Homo sapiens	GTPase HRas	RASH_HUMAN	1	1	1	True	166040,765625	237728,59375	218790,21875	318148,5	278834,28125	208444,484375	238721,859375	161887	216591,203125	192110,359375	337367,15625	303112,03125	101045,515625	85661,6484375	139680,5625	148332,40625	100107,890625	89269,8203125	59157,234375	100291,6796875	99163,5859375	134186,40625	149867,9375	186147,546875
P01116;P01116-2	KRAS	Homo sapiens	GTPase KRas;Isoform 2B of GTPase KRas	RASK_HUMAN	3	3	3	False	326504,25	146173,46875	272366,21875	276162,0625	218751,3125	209503,953125	214829,21875	354506,84375	173699,828125	269504,90625	259248,9375	354436,09375	49164,64453125	30924,150390625	46826,3984375	48703,7109375	32318,966796875	36485,32421875	48534,76171875	60384,5703125	33033,82421875	54101,7265625	49607,28125	60069,54296875
P01130;P01130-4;P01130-5	LDLR	Homo sapiens	Low-density lipoprotein receptor;Isoform 4 of Low-density lipoprotein receptor;Isoform 5 of Low-density lipoprotein receptor	LDLR_HUMAN	21	21	23	False	470875,78125	388904,875	475814,5625	572740,375	383490,78125	456402,34375	431595,5	722348,375	329228,375	644564,375	651864,25	608222,3125	137686,078125	106869,28125	148495,28125	167314,15625	113648,25	116326,1328125	109384,296875	207908,5625	87511,5625	167535,359375	178060,25	175360,5625
P01137	TGFB1	Homo sapiens	Transforming growth factor beta-1 proprotein	TGFB1_HUMAN	8	8	8	False	56032,7265625	132196,796875	115494,15625	56509,2109375	76113,875	86627,671875	73901,8125	99873,8203125	184104,109375	95922,8984375	122346,4453125	76093,3125	10318,2060546875	24203,201171875	24453,068359375	15381,8154296875	19936,19921875	17487,748046875	13508,2900390625	30734,83203125	37464,46484375	24458,88671875	28876,376953125	24897,740234375
P01286;P01286-2	GHRH	Homo sapiens	Somatoliberin;Isoform 2 of Somatoliberin	SLIB_HUMAN	1	1	1	False	111608,375	NaN	124769,7578125	133389,53125	NaN	166480,78125	NaN	109894,4296875	58733,046875	132856,75	NaN	78085,5859375	12189,0302734375	NaN	1897,64501953125	15527,6845703125	NaN	18977,951171875	NaN	7515,9404296875	1627,9532470703125	10771,505859375	NaN	3221,652587890625
P01344;P01344-2;P01344-3	IGF2	Homo sapiens	Insulin-like growth factor II;Isoform 2 of Insulin-like growth factor II;Isoform 3 of Insulin-like growth factor II	IGF2_HUMAN	1	1	1	False	NaN	70780,78125	122404,09375	NaN	58885,828125	93611,6015625	28901,880859375	114729,3828125	404364,375	43691,3203125	133977,125	229460,765625	NaN	6853,63330078125	28989,99609375	NaN	5919,19091796875	14966,30078125	3096,936767578125	48375,74609375	97983,828125	2878,99951171875	32307,12890625	62948,6796875
P01375	TNF	Homo sapiens	Tumor necrosis factor	TNFA_HUMAN	4	4	4	False	87436,84375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6839,9697265625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P01591	JCHAIN	Homo sapiens	Immunoglobulin J chain	IGJ_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20851,599609375	NaN	NaN	31887,0078125	NaN	NaN	1930,061767578125	NaN	NaN	NaN	NaN	NaN	764,0186157226562	NaN	NaN	1520,677001953125
P01889	HLA-B	Homo sapiens	HLA class I histocompatibility antigen, B alpha chain	HLAB_HUMAN	13	13	14	True	2060049,875	1416865,75	2408747	2825611,75	1686233,875	1057690,375	757091,5625	1619876,125	1119018,5	1204160,125	1472084	2683468,5	410332,96875	298237,8125	488805,375	507924,5	319024,40625	261510,375	176226,015625	257073,1875	240841,90625	247174,65625	291794,03125	473331,96875
P01893	HLA-H	Homo sapiens	Putative HLA class I histocompatibility antigen, alpha chain H	HLAH_HUMAN	1	1	2	False	698728,625	55648,50390625	560573,625	621528,5625	276077,9375	134087,84375	229965,3125	348272,8125	148891,78125	177376,296875	267738,5625	603874,25	160903	24352,900390625	126906,5078125	223256,1875	50323,40234375	18559,974609375	67666,9375	116776,28125	26006,02734375	57976,47265625	69667,703125	135574,0625
P02100	HBE1	Homo sapiens	Hemoglobin subunit epsilon	HBE_HUMAN	2	2	2	False	41085,09375	302321,3125	1375113,5	80571,8203125	11977,95703125	377448,34375	NaN	1667048,75	1481182,875	NaN	832384,3125	1060552,375	15582,548828125	64976,86328125	99577,921875	10504,423828125	17360,4375	44951,875	15370,95703125	105232,75	212525,65625	13649,4130859375	104915,890625	205306
P02452	COL1A1	Homo sapiens	Collagen alpha-1(I) chain	CO1A1_HUMAN	70	77	91	True	15369975	21911742	17481218	10815459	7927938,5	6191312	27535154	17863300	16001488	8169396,5	7879441	5369829	3770043,25	5557108	4220518	2616529,5	1857300,875	1483029,5	6488283	4196706	4087438,25	1968612	1798034,75	1461842,625
P02458;P02458-1	COL2A1	Homo sapiens	Collagen alpha-1(II) chain;Isoform 1 of Collagen alpha-1(II) chain	CO2A1_HUMAN	6	7	7	True	3625573,5	4519499	4913334	3122562	1785390,875	1947398,125	6543268	4539606,5	3919412,25	2052806,125	2481008,75	1628556,375	891352,125	1469584,625	1004099,5625	652068,25	430174,71875	409987,65625	1264266,375	866576,4375	901903,75	437964,5	363832,53125	364801,6875
P02461	COL3A1	Homo sapiens	Collagen alpha-1(III) chain	CO3A1_HUMAN	64	66	68	True	4127016,5	4187992,75	3467775,75	2488155,5	1690554,375	1438958,875	4383824	3213825,25	3112231,5	1674677	1214746,375	1153169,875	1465042,875	1626727	1316053,25	720624,4375	546678,5	445658,71875	1382933,375	1089907,875	1113692,125	521611,5625	319570,3125	350298,78125
P02462	COL4A1	Homo sapiens	Collagen alpha-1(IV) chain	CO4A1_HUMAN	14	19	20	False	1185595,75	612240,5625	2784220,25	2561696,75	802259,75	566128,875	2317424	2084049,75	868359,6875	972391,125	5401408	2739333	232381,953125	123061,796875	567271,375	469296,875	175397,15625	124741,21875	353623,90625	409605,09375	144581,5625	145110,65625	1161007,25	545866
P02511	CRYAB	Homo sapiens	Alpha-crystallin B chain	CRYAB_HUMAN	20	23	31	False	13400404	15554220	11186257	15879340	18799734	14674630	20165130	16459200	22326330	23221298	20224472	16848168	1816299,75	2110663,5	1773457,625	2221902	2552448,5	2109495,75	2740301,25	2278559,25	3327544,5	3280169	2864121,5	2297290
P02533	KRT14	Homo sapiens	Keratin, type I cytoskeletal 14	K1C14_HUMAN	15	16	16	True	1223169,75	324399,46875	391563	497884	347884,40625	289623,46875	1485856,625	1357946,375	482313,84375	1008427,3125	424101,90625	1167280,625	165936,375	45697,828125	33470,75	59153,5625	15909,21875	34545,51953125	231562,328125	167981,6875	62665,25390625	135507,015625	38408,74609375	192309,359375
P02538	KRT6A	Homo sapiens	Keratin, type II cytoskeletal 6A	K2C6A_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58328,15234375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24011,45703125
P02545	LMNA	Homo sapiens	Prelamin-A/C	LMNA_HUMAN	69	77	96	False	80270248	109026928	81884048	89528328	106657904	103610808	77663000	76124144	94162112	93256688	80590720	68003040	16932310	22956574	17410392	18268688	21512228	21130718	16041398	15971471	19114494	18970546	16494871	13760435
P02545-2	LMNA	Homo sapiens	Isoform C of Prelamin-A/C	LMNA_HUMAN	2	2	7	False	12427816	13139279	12877326	13279212	12816240	12739597	15190428	14917217	13523688	13611333	13039510	11733418	693225,75	707979,875	693992,0625	633175,5	666723,5	688367,5625	774050,0625	797587	714471,6875	704041,4375	643947,5	603826,125
P02545-3	LMNA	Homo sapiens	Isoform ADelta10 of Prelamin-A/C	LMNA_HUMAN	1	1	1	False	NaN	172927,828125	13328,0869140625	NaN	106259,5234375	59674,453125	NaN	21009,693359375	57641,1953125	23504,2109375	109846,875	NaN	NaN	2770,627197265625	NaN	NaN	2471,1103515625	NaN	NaN	NaN	2187,393310546875	102,57493591308594	1574,0238037109375	430,96014404296875
P02647	APOA1	Homo sapiens	Apolipoprotein A-I	APOA1_HUMAN	1	1	1	False	1	1,1670875549316406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12499,685546875	5613,44580078125	6373,97119140625	NaN	NaN	4531,0576171875	NaN	NaN	NaN	3048,4990234375	NaN	NaN
P02649	APOE	Homo sapiens	Apolipoprotein E	APOE_HUMAN	10	11	12	True	85165,984375	130943,796875	96911,0234375	192005,609375	118210,5078125	134290,4375	266258,6875	313881,0625	224393,53125	251109,546875	320645,84375	280957,71875	30196,07421875	42103	28348,890625	44914,34375	38281,640625	36643,7578125	59206,65625	77193,9765625	64847,48828125	62398,67578125	77431,0390625	65806,109375
P02656	APOC3	Homo sapiens	Apolipoprotein C-III	APOC3_HUMAN	1	1	2	False	NaN	10356,625	NaN	NaN	NaN	NaN	NaN	100180,671875	121065,4765625	NaN	65559,7578125	101264,3203125	NaN	27700,51171875	20650,384765625	NaN	NaN	NaN	NaN	40298,78515625	57001,90625	NaN	32618,341796875	43403,98046875
P02671;P02671-2	FGA	Homo sapiens	Fibrinogen alpha chain;Isoform 2 of Fibrinogen alpha chain	FIBA_HUMAN	6	6	6	False	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1838,731689453125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	678,6387329101562	NaN	NaN
P02675	FGB	Homo sapiens	Fibrinogen beta chain	FIBB_HUMAN	3	3	3	False	166331,109375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13277,025390625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P02679;P02679-2	FGG	Homo sapiens	Fibrinogen gamma chain;Isoform Gamma-A of Fibrinogen gamma chain	FIBG_HUMAN	5	5	5	False	80171,296875	17777,115234375	NaN	NaN	NaN	NaN	NaN	23161,416015625	NaN	NaN	NaN	81448,484375	8,767732620239258	0,0006430295179598033	NaN	NaN	NaN	1,0056729316711426	NaN	NaN	NaN	NaN	NaN	NaN
P02686;P02686-2	MBP	Homo sapiens	Myelin basic protein;Isoform 2 of Myelin basic protein	MBP_HUMAN	1	1	1	False	NaN	NaN	22824,69921875	NaN	NaN	NaN	19584,0546875	33797,1875	NaN	NaN	26238,87890625	NaN	NaN	NaN	759,5477905273438	NaN	NaN	NaN	1106,232421875	1186,5745849609375	NaN	NaN	999,3140258789062	NaN
P02741;P02741-2	CRP	Homo sapiens	C-reactive protein;Isoform 2 of C-reactive protein	CRP_HUMAN	1	1	1	False	NaN	34181,8359375	203586,03125	NaN	33514,51171875	53251,98046875	NaN	182708,21875	639761,9375	NaN	154732,40625	390152,4375	NaN	4244,5029296875	5122,50634765625	NaN	2613,98681640625	4998,46044921875	NaN	12359,45703125	38051,87109375	NaN	15268,6845703125	25593,447265625
P02748	C9	Homo sapiens	Complement component C9	CO9_HUMAN	2	2	2	False	NaN	6898,83447265625	13459,751953125	NaN	3185,48828125	NaN	NaN	NaN	23653,068359375	NaN	11541,45703125	17449,51171875	NaN	19124,306640625	27666,037109375	NaN	8404,4404296875	11868,6865234375	NaN	12417,6064453125	51685,9609375	766,6815185546875	22116,90234375	25054,224609375
P02751-1;P02751-3	FN1	Homo sapiens	Isoform 1 of Fibronectin;Isoform 3 of Fibronectin	FINC_HUMAN	73	75	82	True	631146,5625	1202466,25	1271807,625	842539,125	951186,6875	1214513,625	1172785,5	1509325,25	1716933	1233153,75	1622698,25	1611353,125	153355,609375	292331,59375	320099,375	175446,65625	208526,703125	266999,125	285587,84375	373778,15625	395196,9375	281050,1875	363727,84375	354098
P02765	AHSG	Homo sapiens	Alpha-2-HS-glycoprotein	FETUA_HUMAN	2	2	3	False	27281,65625	68214,21875	230275,4375	14239,1298828125	60614,38671875	163980,015625	46438,7578125	547101,625	551899,5	19504,279296875	459633,375	677485,3125	3032,130859375	8692,0751953125	28807,375	1064,968994140625	6563,02294921875	19162,70703125	5807,06298828125	48478,15625	58294,43359375	1970,5638427734375	42602,421875	67459
P02766	TTR	Homo sapiens	Transthyretin	TTHY_HUMAN	1	1	1	False	1	NaN	NaN	1,3695745468139648	1,7433035373687744	0,8975765109062195	NaN	1,0685713291168213	NaN	NaN	NaN	0,9213904738426208	3379,509033203125	123185,6328125	100928,1875	37478,12890625	106377,453125	77464,5234375	31291,25	44747,95703125	156991,28125	79994,703125	119702,5	95668,7109375
P02768	ALB	Homo sapiens	Albumin	ALBU_HUMAN	5	5	5	True	430674,21875	298103,625	198358,75	122230,8984375	29554,853515625	264615,25	599835,4375	612737,875	593110,375	52739,19921875	499289,5625	801497,6875	49555,6875	20287,369140625	36466,05078125	5449,861328125	13510,6083984375	35661,21875	66005,65625	98819,1484375	104347,796875	7900,31689453125	86412,0703125	149223,203125
P02786	TFRC	Homo sapiens	Transferrin receptor protein 1	TFR1_HUMAN	16	16	16	True	328690,9375	270509,75	453122,53125	408410,03125	345130,84375	390634,59375	414596,34375	608246,3125	578167,4375	382680,5625	616597,4375	734308,0625	70954,1796875	67351,7734375	115986,2734375	98569,7109375	80288,4140625	82454,625	83301,8984375	158221,015625	139589,515625	94853,4453125	131081,328125	197292,046875
