PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS2Quantity
P27105	STOM	Homo sapiens	Stomatin	STOM_HUMAN	9	11	14	False	825757,3125	726736,3125	793472,125	679459,1875	683421,4375	879546,125	545000	461337,625	711109,625	710073,5	506189,90625	820552,5	64609,6484375	64208,65625	72493,0390625	61809,39453125	59635,48828125	83266,2109375	50177,7109375	41802,3125	54418,19921875	64304,44140625	45678,6328125	48072,07421875
P27144	AK4	Homo sapiens	Adenylate kinase 4, mitochondrial	KAD4_HUMAN	13	15	17	True	975396,6875	1294334,375	1146296,875	1055436,75	1088935,625	1250660	645817,5625	775163,5	596818,125	544668,625	613167,25	545774,375	168450,859375	238684,390625	231898,75	223896	227095,984375	255444,03125	121779,3671875	149607,703125	112536,15625	113271,28125	140348,921875	89703,171875
P27216;P27216-2	ANXA13	Homo sapiens	Annexin A13;Isoform B of Annexin A13	ANX13_HUMAN	2	2	2	True	168983,828125	160345,890625	187822,71875	118603,3984375	119911,4296875	141190,71875	171361,765625	174429,203125	195987,53125	13450,38671875	100961,8828125	81149,265625	27815,212890625	29768,427734375	38605,04296875	28017,673828125	30033,794921875	32692,712890625	28019,642578125	32622,4609375	39953,3984375	11312,7978515625	15102,0908203125	20563,248046875
P27348	YWHAQ	Homo sapiens	14-3-3 protein theta	1433T_HUMAN	16	20	24	False	13016038	14190437	12769816	13634587	13807258	11687955	13286380	14586010	12511199	11775336	13322265	13087409	2199609,75	2224712,25	2144613,75	2128828	2356352	2103964,5	2293507	2739580,5	2330661,5	2085586,25	2670177,75	2196383,5
P27361	MAPK3	Homo sapiens	Mitogen-activated protein kinase 3	MK03_HUMAN	18	20	25	True	782985,75	980232,8125	744041,1875	848883,6875	757379,75	824366,1875	615785,5	591965,0625	438795,78125	368340,65625	501801,90625	483324,84375	120710,640625	139942,703125	115063,546875	130577,8359375	128307,8125	125834,109375	103286,234375	106002,234375	88877,46875	51616,62890625	96159,0703125	63395,72265625
P27448;P27448-2;P27448-3;P27448-4;P27448-6;P27448-7;P27448-8	MARK3	Homo sapiens	MAP/microtubule affinity-regulating kinase 3;Isoform 2 of MAP/microtubule affinity-regulating kinase 3;Isoform 3 of MAP/microtubule affinity-regulating kinase 3;Isoform 4 of MAP/microtubule affinity-regulating kinase 3;Isoform 5 of MAP/microtubule affinity-regulating kinase 3;Isoform 6 of MAP/microtubule affinity-regulating kinase 3;Isoform 7 of MAP/microtubule affinity-regulating kinase 3	MARK3_HUMAN	5	5	5	False	24652,087890625	51438,84375	46448,7578125	45423,76953125	32357,138671875	19622,189453125	14920,880859375	8713,984375	19450,005859375	8592,447265625	14412,4150390625	7219,94384765625	6428,744140625	5287,42529296875	3998,240234375	5567,18212890625	4127,6083984375	5803,67919921875	5360,16357421875	4081,927978515625	5039,90966796875	5595,68408203125	3766,431640625	5255,54296875
P27487	DPP4	Homo sapiens	Dipeptidyl peptidase 4	DPP4_HUMAN	24	24	27	True	639555,9375	820022,6875	738660,125	785582,1875	945466,0625	1037629,75	475307,40625	565576,75	344141	536623,5625	510179,65625	394339,1875	164151,140625	216264,25	187688,546875	218910,609375	263184,8125	284627,1875	125714,2578125	139588,515625	94508,1796875	143103,015625	151709,40625	97385,390625
P27540;P27540-2;P27540-3;P27540-4	ARNT	Homo sapiens	Aryl hydrocarbon receptor nuclear translocator;Isoform 2 of Aryl hydrocarbon receptor nuclear translocator;Isoform 3 of Aryl hydrocarbon receptor nuclear translocator;Isoform 4 of Aryl hydrocarbon receptor nuclear translocator	ARNT_HUMAN	12	12	12	False	55865,01171875	70428,6171875	88355,296875	69334,71875	79546,0390625	59737,15234375	72319,328125	60277,15625	70390,1640625	45339,73828125	47375,31640625	76957,359375	11942,8876953125	14340,447265625	14146,1240234375	13148,25	13653,6943359375	12847,421875	12272,546875	12935,333984375	15902,1904296875	12073,220703125	15791,353515625	15006,486328125
P27635	RPL10	Homo sapiens	60S ribosomal protein L10	RL10_HUMAN	13	16	19	False	2450772,5	2797762,75	2308965,5	2279966,5	2433345	2243610,5	2781143,5	2339027,5	2582086,25	2469217,5	1897673,25	2513951,25	677253,4375	827268,25	615400,1875	661360,0625	695410,125	637681,4375	837263,6875	724215,8125	771858,6875	836803,375	660524,1875	763132,375
P27658	COL8A1	Homo sapiens	Collagen alpha-1(VIII) chain	CO8A1_HUMAN	11	11	13	True	1053008,875	1052768,375	1106098,5	829456,8125	790884,3125	910816,1875	1075657,375	805490,875	711086,4375	585279,875	578193,125	461072,25	180875,828125	202298,1875	197303,53125	162574,078125	145557,515625	174356,03125	147789,234375	138458,390625	119112,6640625	95750,6328125	115357,390625	125072,375
P27694	RPA1	Homo sapiens	Replication protein A 70 kDa DNA-binding subunit	RFA1_HUMAN	26	27	30	False	720903,125	766540,4375	642054,1875	568846,4375	580589,8125	539438,6875	669221,6875	625290	659607,3125	716390,9375	575987,5625	665660,875	101386,8203125	100717,4375	86596,3125	87971,8046875	88079,515625	86366,59375	103324,9453125	101101,8984375	106085,8515625	104284,640625	98028,859375	108007,3671875
P27695	APEX1	Homo sapiens	DNA-(apurinic or apyrimidinic site) endonuclease	APEX1_HUMAN	20	20	24	False	1386468,625	1322921,375	1512289,75	1419457,625	1351101,75	1308562,625	1225913,375	1403435,5	1400511,125	1399010,875	1377114,375	1522911,125	277969,3125	277092,34375	328866,21875	301281,125	292462,5625	293768,375	274602	334150,90625	338108,0625	280145,125	330352,03125	326479,78125
P27701;P27701-2	CD82	Homo sapiens	CD82 antigen;Isoform 2 of CD82 antigen	CD82_HUMAN	3	3	3	False	85560,3203125	36308,2421875	39251,88671875	116343,8203125	66788,828125	37103,1875	23085,451171875	78395,828125	38415,55859375	124543,6328125	35543,5234375	19796,361328125	4963,91845703125	4602,26220703125	8439,2353515625	8261,0771484375	5747,90087890625	7154,24853515625	8673,697265625	3376,04052734375	6504,8193359375	15271,310546875	3899,496337890625	9921,97265625
P27707	DCK	Homo sapiens	Deoxycytidine kinase	DCK_HUMAN	10	10	10	False	163194,1875	143449,03125	121749,8125	127322,7421875	130905,265625	111339,9375	192268,15625	121710,03125	104144,3984375	111895,7734375	147698,59375	83418,3203125	20454,470703125	20365,783203125	19064,521484375	18898,69140625	15418,9326171875	17895,09375	25225,94921875	22416,376953125	21611,28125	22844,185546875	21993,048828125	19811,12890625
P27708	CAD	Homo sapiens	CAD protein	PYR1_HUMAN	58	61	66	False	403282,34375	442034,4375	509646	420637,90625	414654,71875	358322,3125	519454,03125	417323,375	465697,53125	545568,4375	322122,09375	451621,78125	194499,984375	198172,453125	222261,890625	198232,0625	202402,015625	176832,078125	257697,96875	222716,21875	238877,515625	263983,09375	180189,375	230135,5
P27797	CALR	Homo sapiens	Calreticulin	CALR_HUMAN	31	36	48	False	25226642	27074484	24201950	25856728	27432424	25151656	25257194	27907906	22451512	21179076	25415654	24468408	4451105	4616270,5	4158428,75	4432245,5	4792251	4545819	4544496,5	5357874,5	4180773,5	3745689,75	5334790,5	4333578
P27815;P27815-2;P27815-3;P27815-6;P27815-7	PDE4A	Homo sapiens	cAMP-specific 3',5'-cyclic phosphodiesterase 4A;Isoform 2 of cAMP-specific 3',5'-cyclic phosphodiesterase 4A;Isoform 3 of cAMP-specific 3',5'-cyclic phosphodiesterase 4A;Isoform 6 of cAMP-specific 3',5'-cyclic phosphodiesterase 4A;Isoform 7 of cAMP-specific 3',5'-cyclic phosphodiesterase 4A	PDE4A_HUMAN	2	2	2	True	47131	76907,015625	53458,55078125	NaN	97755,328125	49702,85546875	59457,109375	63618,27734375	77906,7109375	41294,921875	NaN	66957,984375	3118,477783203125	3501,634765625	2431,653564453125	NaN	3035,302001953125	3678,482666015625	1582,5687255859375	3413,84619140625	3016,013427734375	1523,820556640625	1885,0762939453125	1201,44287109375
P27816-4	MAP4	Homo sapiens	Isoform 4 of Microtubule-associated protein 4	MAP4_HUMAN	2	2	2	True	120727,8125	48017,57421875	54210,14453125	64060,2578125	60482,98828125	6356,517578125	97919,515625	91572,734375	74753,2890625	112392,71875	76416,1171875	67217,65625	7397,529296875	1809,5059814453125	2003,7799072265625	2071,864501953125	2501,876220703125	666,6799926757812	3549,73876953125	4476,2021484375	6346,07470703125	8250,3525390625	4593,853515625	4986,98486328125
P27816-5	MAP4	Homo sapiens	Isoform 5 of Microtubule-associated protein 4	MAP4_HUMAN	3	3	3	False	19733,775390625	22184,814453125	3705,58056640625	9555,1669921875	11800,9208984375	12771,8955078125	11541,8701171875	31920,751953125	11235,7958984375	37142,93359375	6487,06005859375	25742,9765625	4623,24853515625	1172,3277587890625	2149,170166015625	1924,6497802734375	5339,1318359375	1070,7259521484375	1854,6842041015625	1460,8399658203125	1905,047607421875	3235,947998046875	134,61349487304688	2920,073974609375
P27816;P27816-6	MAP4	Homo sapiens	Microtubule-associated protein 4;Isoform 6 of Microtubule-associated protein 4	MAP4_HUMAN	56	63	77	False	2836312,25	1889639	2188025,75	2064773,125	1875749,25	1889596,375	2023724,375	2156284,25	2622873,5	2716393,75	2334869,25	2822793,25	733507,0625	497232,0625	566245,5	535993,4375	505751	499800,1875	523160	618056,8125	753761,375	723727,8125	739777,875	797165,5625
P27824;P27824-2	CANX	Homo sapiens	Calnexin;Isoform 2 of Calnexin	CALX_HUMAN	35	37	50	False	4888872,5	4373402	5235962	5368709,5	5423099,5	5267358	6185133,5	4261155	4882027	8102326	3400508	6037811	773257	647343,125	808011	872883,8125	866514,3125	866086,5	1014719	769614,9375	841442,9375	1424333	687534,6875	963076,4375
P27986	PIK3R1	Homo sapiens	Phosphatidylinositol 3-kinase regulatory subunit alpha	P85A_HUMAN	17	17	17	False	61065,34375	70880,6953125	58087,8515625	65099,515625	62636,64453125	59824,68359375	71081,3125	72122,359375	56935,578125	55759,9375	54851,80859375	69460,484375	15096,865234375	16409,13671875	15861,9443359375	18045,908203125	16868,03515625	17303,482421875	13895,236328125	15985,9462890625	18446,77734375	14592,435546875	15888,5693359375	18619,2421875
P28039;P28039-2	AOAH	Homo sapiens	Acyloxyacyl hydrolase;Isoform 2 of Acyloxyacyl hydrolase	AOAH_HUMAN	1	1	1	False	NaN	228563,515625	240230,59375	146873,765625	201947,203125	208989,875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN
P28062;P28062-2	PSMB8	Homo sapiens	Proteasome subunit beta type-8;Isoform 2 of Proteasome subunit beta type-8	PSB8_HUMAN	10	10	12	True	1156687,625	1346663,375	1129131	1134059	1118451,125	984178	1073824,125	957354,25	948604,3125	605208,5625	844979,1875	677222	212940,421875	222662,140625	188964,796875	205295,953125	207070,328125	200121,125	203050,859375	204426,65625	184183,53125	96867,3125	191997,4375	125149,28125
P28065	PSMB9	Homo sapiens	Proteasome subunit beta type-9	PSB9_HUMAN	9	9	12	False	856416,8125	885857,5625	697712,375	744400,875	792972,75	787725,1875	894102,9375	918466,4375	829118,5625	689025,9375	866797,3125	679625,6875	227952,578125	234370,09375	193312,3125	203829,015625	232235,765625	225650,609375	215043,796875	247811,53125	236901,03125	190140,046875	271734,40625	178894,484375
P28066	PSMA5	Homo sapiens	Proteasome subunit alpha type-5	PSA5_HUMAN	11	13	15	False	7004533	6325472,5	5867666	6913326,5	7423663	6916256	6922353	7128509	6244462,5	6273597,5	7417089	8056443,5	652888,25	582344,8125	586086,75	644795,875	655457,375	627098,375	626737,375	669672,6875	659659,125	590304,75	709238,4375	743161,125
P28066-2	PSMA5	Homo sapiens	Isoform 2 of Proteasome subunit alpha type-5	PSA5_HUMAN	1	1	1	False	45796,30859375	NaN	41342,71875	42483,33984375	NaN	51552,734375	45620,58203125	20298,650390625	31945,173828125	NaN	NaN	NaN	226,15579223632812	NaN	1151,005859375	745,57373046875	NaN	1922,9775390625	5569,66650390625	3301,902587890625	959,75390625	NaN	NaN	NaN
P28070	PSMB4	Homo sapiens	Proteasome subunit beta type-4	PSB4_HUMAN	10	12	15	False	1126442,75	1066778	933204,25	898325,6875	908135,9375	891283,6875	749972,75	704012,6875	989174,5625	753776,5625	826191,8125	996196,5625	186771,90625	158603,625	146132,84375	145747,375	148208,34375	143487,40625	136753,1875	140942,8125	165068,015625	136359,921875	150487,765625	173784,921875
P28072	PSMB6	Homo sapiens	Proteasome subunit beta type-6	PSB6_HUMAN	10	12	13	False	2400206,25	2639521,75	2492727,25	2411049,5	2657771,75	2290890,75	2395565,75	2472386,75	2534845,25	1993654,375	2191679,25	2184444	552112,9375	564156,8125	506151,21875	517797,75	524402,75	496490	563667,9375	581366	513098,9375	367217,0625	547230,75	460516,53125
P28074	PSMB5	Homo sapiens	Proteasome subunit beta type-5	PSB5_HUMAN	12	13	18	False	649640,1875	726444,875	511620,5625	551282,0625	565811,8125	528917,75	502685,34375	509395,8125	570957,8125	341506,53125	521883,96875	345346,375	55797,19140625	57268,48046875	47031,61328125	51256,57421875	50690,9296875	47201,75390625	48317,32421875	46990,18359375	56037,6875	31876,28125	55776,80078125	38980,35546875
P28161	GSTM2	Homo sapiens	Glutathione S-transferase Mu 2	GSTM2_HUMAN	12	12	17	True	1455534,5	1528766,625	1474661,875	961466,375	1069203,25	948233,375	1015489,25	1065237,875	1173836,25	861154,25	851806,75	1012548,375	236693,296875	241254,859375	225946,03125	161159,234375	187988,046875	160701,265625	166621,640625	181127,984375	198282,71875	136004,328125	136409,609375	156146,34375
P28288	ABCD3	Homo sapiens	ATP-binding cassette sub-family D member 3	ABCD3_HUMAN	20	20	21	False	188453,34375	161430,046875	250345,921875	254272,140625	182016,75	186203,890625	198397,96875	165701,4375	132160,296875	239782,484375	64041,20703125	165242,328125	68421,3515625	67233,0859375	94670,9375	93645,7734375	74931,046875	84450,3671875	70222,1640625	61597,3359375	66133,4453125	110378,6875	53129,8203125	73599,28125
P28289	TMOD1	Homo sapiens	Tropomodulin-1	TMOD1_HUMAN	1	1	1	True	20158,138671875	18354,3203125	NaN	9042,8408203125	7636,02294921875	12858,7685546875	NaN	2870,75634765625	36582,34375	NaN	67076,9296875	77862,8515625	4077,640625	4026,26611328125	NaN	2794,096923828125	4468,49462890625	1483,995849609375	NaN	18515,279296875	3040,28173828125	NaN	1284,4810791015625	1481,9349365234375
P28289-2	TMOD1	Homo sapiens	Isoform 2 of Tropomodulin-1	TMOD1_HUMAN	1	1	1	False	NaN	69615,3046875	NaN	90628,9140625	87132,09375	136922,640625	74502,578125	NaN	NaN	NaN	NaN	NaN	NaN	2474,835205078125	NaN	2521,96728515625	2873,212646484375	4123,95751953125	4241,62060546875	NaN	NaN	NaN	NaN	NaN
P28290	ITPRID2	Homo sapiens	Protein ITPRID2	ITPI2_HUMAN	35	35	36	False	151660,890625	177341,5625	158005,890625	198189,4375	172588,71875	159590,203125	192916,453125	167187,703125	130513,921875	192758,375	185588,375	174755,5	42595,92578125	50033,6171875	45007	57994,64453125	58468,88671875	53644,09765625	57954,1484375	57591,96875	38533,66796875	48792,17578125	56481,31640625	42544,69921875
P28300	LOX	Homo sapiens	Protein-lysine 6-oxidase	LYOX_HUMAN	15	15	17	True	172524,46875	149443,25	182239,453125	164762,578125	98420,2734375	145280,625	229608,265625	127008,46875	98806,3046875	98563,1640625	78295,71875	83274,609375	53080,70703125	36672,33984375	49199,33984375	46976,34765625	31762,39453125	42436,78125	60740,20703125	35061,7578125	33162,68359375	27642,251953125	26662,880859375	24181,392578125
P28328	PEX2	Homo sapiens	Peroxisome biogenesis factor 2	PEX2_HUMAN	1	1	1	False	4226,03369140625	4202,248046875	NaN	14549,62109375	2208,35791015625	NaN	5365,01611328125	NaN	NaN	NaN	NaN	NaN	1544,3858642578125	1970,983642578125	NaN	430,5816955566406	281,4204406738281	NaN	204,83428955078125	NaN	NaN	NaN	NaN	NaN
P28331;P28331-2	NDUFS1	Homo sapiens	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUS1_HUMAN	30	30	34	False	982357,5	1473852,75	1205950,375	1436919,875	1307753,125	1620412,375	1162050,875	1146067,25	825827,3125	1325361	1180806,5	1083589,625	211208,96875	315225,53125	259797,0625	320914,6875	288983,8125	377344,8125	249935,265625	250660,5625	180870,5625	289981,375	291645,5625	237525,515625
P28340	POLD1	Homo sapiens	DNA polymerase delta catalytic subunit	DPOD1_HUMAN	25	25	26	True	400175,75	367631,90625	380740,28125	370262,84375	365110,8125	327599,59375	430387,9375	409382,5625	490579,53125	476551,75	311056,84375	469810,0625	11967,3818359375	10786,626953125	9920,91015625	10872,9267578125	10814,0244140625	8839,6748046875	10966,595703125	12418,0556640625	16086,53125	17039,82421875	12683,6123046875	17369,1328125
P28347	TEAD1	Homo sapiens	Transcriptional enhancer factor TEF-1	TEAD1_HUMAN	5	5	5	False	155069,375	76768,375	101566,5625	89883,375	63547,484375	65110,8125	112661,3203125	70483,9296875	220500,515625	183855,375	122743,25	95288,234375	7932,29736328125	6705,68017578125	5453,57861328125	6493,357421875	5394,85693359375	5707,5498046875	5863,57177734375	6389,802734375	8582,900390625	9348,5634765625	6272,7763671875	6515,9775390625
P28370	SMARCA1	Homo sapiens	Probable global transcription activator SNF2L1	SMCA1_HUMAN	32	32	34	False	240257,90625	215628	236213,234375	221991,046875	224267,09375	185172,421875	259507,515625	235944,375	238782,65625	316085,03125	168548,484375	302514,1875	64760,90234375	66835,25	76424,2109375	69024,8515625	67961,015625	60427,59375	76327,671875	71502,7890625	74870,6796875	93421,4140625	61809,73046875	82922,0390625
P28482	MAPK1	Homo sapiens	Mitogen-activated protein kinase 1	MK01_HUMAN	16	17	19	False	941506	1000481,6875	894051,25	930205,0625	878852	824973,5625	947544,625	968241,875	748998,875	799744,125	733527,9375	716452,5	302815,40625	316994,84375	283945,125	294715,90625	312712,6875	280789,875	320922,4375	326597,34375	266751,25	265941,8125	263140,65625	252915,671875
P28676	GCA	Homo sapiens	Grancalcin	GRAN_HUMAN	2	2	2	False	126449,9609375	63583,73828125	72768,90625	69331,03125	65041,6484375	54969,3203125	67174,9140625	92373,03125	69599,4296875	54162,22265625	31646,51171875	13981,8701171875	9630,744140625	6751,107421875	6256,193359375	6713,068359375	6755,58984375	6602,482421875	6401,77783203125	7493,04541015625	8700,080078125	7337,18212890625	7116,27392578125	7886,8017578125
P28702;P28702-3	RXRB	Homo sapiens	Retinoic acid receptor RXR-beta;Isoform 2 of Retinoic acid receptor RXR-beta	RXRB_HUMAN	6	6	6	False	90323,046875	112348,125	84262,6796875	61055,9453125	44273,4296875	52336,99609375	37769,8828125	69454,453125	56076,5703125	54685,4140625	50599,0859375	88261,6796875	9224,9501953125	9427,0986328125	8239,384765625	8111,91357421875	7093,39404296875	6542,28662109375	6842,75146484375	8485,4765625	10645,05078125	8316,0478515625	8562,5322265625	10186,4677734375
P28715	ERCC5	Homo sapiens	DNA excision repair protein ERCC-5	ERCC5_HUMAN	7	7	7	False	52853,7734375	43125,16015625	24598,451171875	29534,333984375	41233,34375	27035,310546875	51681,1328125	37369,91015625	35638,35546875	47886,08203125	51386,0703125	31414,056640625	9649,7392578125	10236,8857421875	8793,75	9910,599609375	11512,7587890625	9941,5771484375	9516,1796875	11198,74609375	9783,9775390625	12070,7734375	11654,8017578125	13368,767578125
P28799	GRN	Homo sapiens	Progranulin	GRN_HUMAN	12	12	14	False	488609,96875	532194,25	429443,625	385364,3125	468191,0625	412663,3125	346381,59375	455420,25	386038,375	263798,875	359715,46875	238452,0625	89925,375	103484,53125	87325,6171875	83191,0625	96078,7265625	92535,9375	70016,6171875	95033,515625	86914,9375	51418,30859375	88431,0234375	50090,609375
P28827;P28827-2	PTPRM	Homo sapiens	Receptor-type tyrosine-protein phosphatase mu;Isoform 2 of Receptor-type tyrosine-protein phosphatase mu	PTPRM_HUMAN	11	11	11	False	100939,859375	90073,7890625	106242,2109375	76964,125	112842,78125	95402,328125	76959,625	77035,109375	49745,71875	49863,3984375	85734,5390625	53726,59375	11308,0244140625	13991,279296875	17273,24609375	16700,419921875	18416,87109375	22938,919921875	14953,189453125	17775,35546875	13027,83984375	13948,0263671875	14509,2724609375	17504,8671875
P28838;P28838-2	LAP3	Homo sapiens	Cytosol aminopeptidase;Isoform 2 of Cytosol aminopeptidase	AMPL_HUMAN	30	32	41	False	1230745,625	1298418,375	1227445,875	1205747	1166984,75	1219972	1096801	994831,8125	1094365,5	904877,1875	1131369,5	871965,25	325715,75	316513,03125	289916,65625	307781,5	308183,84375	303937,625	265689,03125	270416,71875	284873,625	259573,796875	326581,90625	265883,5625
P29083	GTF2E1	Homo sapiens	General transcription factor IIE subunit 1	T2EA_HUMAN	10	10	11	False	98288,1015625	78437,9453125	85185,6875	75432,421875	78010,203125	81644,765625	66936,6953125	86284,4140625	84772,25	57565,71484375	78720,625	87116,8125	10785,19140625	11271,400390625	11975,748046875	12089,88671875	11579,703125	11201,9404296875	10993,8232421875	12561,634765625	12197,8330078125	10723,8359375	15618,3720703125	12488,3232421875
