PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
P15529;P15529-10;P15529-11;P15529-12;P15529-13;P15529-14;P15529-15;P15529-16;P15529-2;P15529-3;P15529-4;P15529-5;P15529-6;P15529-7;P15529-8;P15529-9	CD46	Homo sapiens	Membrane cofactor protein;Isoform 2 of Membrane cofactor protein;Isoform C of Membrane cofactor protein;Isoform E of Membrane cofactor protein;Isoform G of Membrane cofactor protein;Isoform I of Membrane cofactor protein;Isoform K of Membrane cofactor protein;Isoform 3 of Membrane cofactor protein;Isoform B of Membrane cofactor protein;Isoform D of Membrane cofactor protein;Isoform F of Membrane cofactor protein;Isoform H of Membrane cofactor protein;Isoform J of Membrane cofactor protein;Isoform L of Membrane cofactor protein;Isoform M of Membrane cofactor protein;Isoform N of Membrane cofactor protein	MCP_HUMAN	1	1	1	True	5774,88671875	18181,84375	15157,47265625	41388,8125	11641,8818359375	32184,2578125	21099,181640625	19672,5390625	61842,0546875	28289,73828125	72930,578125	51106,47265625	5639,73828125	7644,20166015625	8246,2724609375	9003,9111328125	9446,623046875	11842,8759765625	8619,0791015625	10695,650390625	16862,296875	10348,58984375	15292,5927734375	16198,9990234375
P15531;P15531-2	NME1	Homo sapiens	Nucleoside diphosphate kinase A;Isoform 2 of Nucleoside diphosphate kinase A	NDKA_HUMAN	1	1	1	False	141883,65625	394147,15625	220054,71875	144873,453125	432046,84375	234145,671875	253472,0625	184633,796875	263238,8125	144645,390625	165999,375	243613,625	60285,33984375	99357,390625	67740,484375	45592,84765625	80195,8125	73822,109375	50180,5546875	53169,03515625	73603,28125	47018,01171875	58046,01171875	69780,5625
P15559;P15559-2;P15559-3	NQO1	Homo sapiens	NAD(P)H dehydrogenase [quinone] 1;Isoform 2 of NAD(P)H dehydrogenase [quinone] 1;Isoform 3 of NAD(P)H dehydrogenase [quinone] 1	NQO1_HUMAN	9	10	10	False	115687,5859375	81486,953125	105083,2890625	69642,5078125	187125,34375	140517,421875	142006,640625	77881,4609375	144454,84375	133899,71875	127218,875	146969,75	34035,09765625	23530,33984375	29654,849609375	22237,2890625	57076,11328125	38719,09375	39330,3984375	23716,193359375	44517,8046875	40955,04296875	34082,71875	41900,51171875
P15586	GNS	Homo sapiens	N-acetylglucosamine-6-sulfatase	GNS_HUMAN	13	17	19	False	1169436,125	2322327	1485879	1761548,125	1232114,25	1442296,75	1499563,875	1894486,875	1147025,5	1511808,625	1546137,25	1090628	276252,90625	531960,5	388866	419003,8125	309889,0625	343695,71875	330296,84375	458988,0625	289430,375	367641,0625	369569,34375	282070,125
P15692;P15692-11;P15692-13;P15692-14;P15692-15;P15692-16;P15692-2;P15692-3;P15692-4;P15692-8	VEGFA	Homo sapiens	Vascular endothelial growth factor A;Isoform L-VEGF165 of Vascular endothelial growth factor A;Isoform L-VEGF189 of Vascular endothelial growth factor A;Isoform L-VEGF206 of Vascular endothelial growth factor A;Isoform 15 of Vascular endothelial growth factor A;Isoform 16 of Vascular endothelial growth factor A;Isoform VEGF189 of Vascular endothelial growth factor A;Isoform VEGF183 of Vascular endothelial growth factor A;Isoform VEGF165 of Vascular endothelial growth factor A;Isoform VEGF165B of Vascular endothelial growth factor A	VEGFA_HUMAN	3	3	3	False	24016,5234375	37234,21484375	29494,0703125	30631,36328125	38944,22265625	28430,1171875	23715,595703125	32919,7578125	33922,53125	20783,705078125	15058,857421875	18168,23828125	8941,529296875	8672,4755859375	9813,18359375	10617,3173828125	7363,54638671875	11554,8359375	9221,4384765625	9864,5517578125	9853,5771484375	11651,357421875	10491,15234375	8867,794921875
P15848	ARSB	Homo sapiens	Arylsulfatase B	ARSB_HUMAN	9	9	10	False	39895,61328125	85859,1640625	54466,421875	58029,8046875	46946,125	49781,015625	30050,701171875	64158,98828125	28267,1484375	29225,841796875	41879,65234375	20838,36328125	14527,5498046875	23072,830078125	16604,380859375	18494,095703125	15915,927734375	15265,5576171875	16636,162109375	21263,091796875	14375,5048828125	12394,8359375	14408,734375	10127,0263671875
P15880	RPS2	Homo sapiens	40S ribosomal protein S2	RS2_HUMAN	7	7	7	True	271356,5	263311,03125	181379,296875	149078,796875	229516,890625	138196,234375	165232,953125	185258,375	79291,171875	96255,9296875	133364,6875	67564,0078125	46639,3828125	44499,94140625	32517,076171875	27898,607421875	45296,0390625	29004,673828125	33531,69921875	38030,7421875	19686,732421875	23093,689453125	29915,361328125	18042,185546875
P15924;P15924-2;P15924-3	DSP	Homo sapiens	Desmoplakin;Isoform DPII of Desmoplakin;Isoform DSPIa of Desmoplakin	DESP_HUMAN	7	7	7	False	1341,7633056640625	1840,201904296875	1807,9400634765625	2931,47216796875	1018,1160278320312	NaN	1901,4112548828125	NaN	1211,708251953125	2582,6142578125	NaN	NaN	2410,231201171875	3506,0966796875	1114,959228515625	919,6266479492188	625,2306518554688	767,7280883789062	612,2546997070312	NaN	1141,923828125	1472,6925048828125	283,4177551269531	NaN
P15927;P15927-2;P15927-3	RPA2	Homo sapiens	Replication protein A 32 kDa subunit;Isoform 2 of Replication protein A 32 kDa subunit;Isoform 3 of Replication protein A 32 kDa subunit	RFA2_HUMAN	1	1	1	False	6200,5302734375	NaN	NaN	7533,10791015625	7883,2646484375	427,2409973144531	9986,2666015625	2109,4990234375	NaN	3778,374755859375	NaN	NaN	6098,8359375	4524,00537109375	3472,500732421875	4895,8916015625	5734,24609375	7589,50830078125	5400,9287109375	4862,25390625	1543,284912109375	1890,034423828125	1918,60888671875	NaN
P16035	TIMP2	Homo sapiens	Metalloproteinase inhibitor 2	TIMP2_HUMAN	15	21	25	False	8134394	15899825	12875014	13759130	11922211	13646919	12608316	16773789	15567242	11303212	14612144	10728014	1505510,625	2313939,5	2005587	2200343,25	1739926,125	2129412	1810364,25	2380990,25	2081353,5	1826618,75	2085994,5	1849536,5
P16070;P16070-10;P16070-11;P16070-12;P16070-13;P16070-14;P16070-16;P16070-17;P16070-18;P16070-3;P16070-4;P16070-5;P16070-6;P16070-7;P16070-8	CD44	Homo sapiens	CD44 antigen;Isoform 10 of CD44 antigen;Isoform 11 of CD44 antigen;Isoform 12 of CD44 antigen;Isoform 13 of CD44 antigen;Isoform 14 of CD44 antigen;Isoform 16 of CD44 antigen;Isoform 17 of CD44 antigen;Isoform 18 of CD44 antigen;Isoform 3 of CD44 antigen;Isoform 4 of CD44 antigen;Isoform 5 of CD44 antigen;Isoform 6 of CD44 antigen;Isoform 7 of CD44 antigen;Isoform 8 of CD44 antigen	CD44_HUMAN	7	8	9	True	518774,78125	684093,3125	573964,3125	917550,8125	655305,1875	519480,84375	407671,53125	856003,375	717471,875	907026,4375	953373,5	773840,5625	93566,1875	130037,8671875	104417,75	179201,78125	121334,1328125	106853,578125	102897,5859375	161861,46875	158585,015625	179579,5	193959,53125	179332,53125
P16083	NQO2	Homo sapiens	Ribosyldihydronicotinamide dehydrogenase [quinone]	NQO2_HUMAN	4	4	4	False	96955,8984375	155221,359375	144951,296875	87135,2890625	139124,328125	27308,5625	29063,203125	77124,9140625	114545,7578125	99123,7890625	119179,1953125	72190,0625	13274,109375	17155,49609375	14767,3896484375	10901,185546875	13424,2841796875	16123,1748046875	9788,236328125	13783,798828125	16950,61328125	11127,875	12266,5908203125	7381,7978515625
P16104	H2AX	Homo sapiens	Histone H2AX	H2AX_HUMAN	4	4	5	True	508773,5	337230,4375	568388,75	345764,53125	458741,25	482033,78125	696841,3125	173983,921875	329425,96875	374844,125	181339,875	149090,875	112685,7890625	101126,484375	157690,875	82301,984375	170309,203125	187243,53125	210175,46875	72833,3203125	112745,3984375	84169,3828125	53903,0546875	50203,3828125
P16112;P16112-2	ACAN	Homo sapiens	Aggrecan core protein;Isoform 2 of Aggrecan core protein	PGCA_HUMAN	4	4	4	True	5856,90185546875	5524,74853515625	5569,794921875	8213,1923828125	7110,47216796875	6581,8134765625	28481,978515625	NaN	15840,134765625	19895,546875	14951,4013671875	7941,16064453125	3222,054931640625	3868,154052734375	2294,1787109375	5006,9306640625	4209,205078125	2960,525390625	9982,3720703125	3826,60986328125	6625,10107421875	8354,453125	6524,46630859375	7727,8212890625
P16144;P16144-2;P16144-3;P16144-4	ITGB4	Homo sapiens	Integrin beta-4;Isoform Beta-4A of Integrin beta-4;Isoform Beta-4B of Integrin beta-4;Isoform Beta-4D of Integrin beta-4	ITB4_HUMAN	1	1	1	False	NaN	46243,3359375	16835,021484375	21285,34375	13849,759765625	320,1231994628906	20849,47265625	13113,2119140625	10092,2470703125	22992,365234375	25472,0390625	32665,26953125	NaN	10072,013671875	2655,683837890625	4172,19140625	4008,863525390625	5454,1640625	5486,8759765625	4801,189453125	2546,993896484375	4450,796875	3266,975830078125	6297,86083984375
P16152	CBR1	Homo sapiens	Carbonyl reductase [NADPH] 1	CBR1_HUMAN	10	11	12	False	72315,1796875	73246,703125	63600,96484375	76202,9296875	84777,078125	65813,4140625	51859,59375	84383,71875	76365,328125	63434,125	87966,8125	54199,8515625	30921,740234375	30403,916015625	28476,228515625	27455,818359375	32801,70703125	34202,50390625	25820,87109375	33635,25	29678,591796875	30207,3515625	34099,94921875	33569,84375
P16234;P16234-3	PDGFRA	Homo sapiens	Platelet-derived growth factor receptor alpha;Isoform 3 of Platelet-derived growth factor receptor alpha	PGFRA_HUMAN	6	6	6	True	41009,87890625	81887,0859375	35130,90625	118308,3515625	51978,27734375	68569,2265625	28669,69140625	88796,03125	50281,36328125	49905,421875	93202,3515625	78481	7528,1591796875	7742,07373046875	7628,45068359375	19691,70703125	7608,1005859375	16377,109375	7993,296875	16012,9130859375	7929,462890625	14659,1708984375	15506,5478515625	14353,2412109375
P16278;P16278-3	GLB1	Homo sapiens	Beta-galactosidase;Isoform 3 of Beta-galactosidase	BGAL_HUMAN	13	13	14	False	84018,5	170611,390625	117219,265625	95868,4765625	122504,5859375	69586,8359375	87718,359375	106891,4296875	165538,78125	74070,6171875	131026,3671875	102184,1015625	24005,716796875	49972,71875	37863,234375	26298,712890625	37093,34765625	25655,546875	30110,59765625	39769,1796875	40776,64453125	23749,212890625	34111,62890625	35336,328125
P16333	NCK1	Homo sapiens	Cytoplasmic protein NCK1	NCK1_HUMAN	5	5	5	False	20072,634765625	23058,8671875	24389,10546875	13470,8525390625	15337,4287109375	30885,6015625	21443,421875	25382,330078125	16469,451171875	16342,8544921875	13018,0419921875	12194,5771484375	10189,1630859375	6455,46142578125	9354,8720703125	7583,994140625	7506,548828125	9606,396484375	8488,91015625	6932,4697265625	4525,19287109375	7199,95703125	5642,50634765625	4732,869140625
P16401	H1-5	Homo sapiens	Histone H1.5	H15_HUMAN	5	5	5	True	501132,875	310951,375	468785,40625	244703,75	319737,84375	347193,09375	421878	262641,875	260399,546875	266804,71875	143400,59375	183541,875	157386,640625	91029,125	116716,2578125	86757,8203125	96849,3203125	115947,65625	120299,3046875	63812,63671875	94632,984375	82627,1796875	41901,10546875	52417,6640625
P16403	H1-2	Homo sapiens	Histone H1.2	H12_HUMAN	8	8	11	True	986357,5	705725,6875	639571,9375	444822,875	572656,125	628700	686587,4375	502549,875	584927,9375	500246,84375	293752,84375	333678,0625	269831,15625	164173,46875	174595,859375	150691,796875	190043,953125	186174,234375	203945,40625	141939,21875	185380,765625	148065,109375	87059,0625	109608,71875
P16435	POR	Homo sapiens	NADPH--cytochrome P450 reductase	NCPR_HUMAN	1	1	1	False	1,8545705080032349	NaN	NaN	NaN	NaN	NaN	1,3648805618286133	1	NaN	0,8904770612716675	0,9565281867980957	NaN	2285,94921875	1395,872802734375	954,9104614257812	2399,402099609375	2366,29443359375	1289,9522705078125	2954,512939453125	1994,0924072265625	1962,489501953125	2801,536376953125	2963,489501953125	727,8652954101562
P16615;P16615-2;P16615-3;P16615-5	ATP2A2	Homo sapiens	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 3 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 5 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	AT2A2_HUMAN	8	8	8	False	8736,2412109375	10181,958984375	8875,869140625	7446,79052734375	8176,6943359375	10625,8330078125	5430,30078125	6101,341796875	6760,11572265625	8275,796875	13692,98046875	8574,6455078125	3839,550537109375	7136,525390625	3656,717529296875	4436,3251953125	4537,1455078125	3233,21044921875	4664,5546875	6004,94775390625	4361,85791015625	5148,14501953125	7880,169921875	5092,81884765625
P16870;P16870-2	CPE	Homo sapiens	Carboxypeptidase E;Isoform 2 of Carboxypeptidase E	CBPE_HUMAN	9	9	10	True	32110,396484375	70962,515625	44143,78125	57438,1328125	60032,984375	45715,89453125	75258,765625	59338,1875	63705,6875	56394,60546875	69548,625	52666,27734375	10017,1767578125	13347,599609375	11812,4326171875	16838,376953125	15384,623046875	13566,9541015625	22203,44921875	16208,724609375	20072,54296875	23123,72265625	25892,328125	22872,658203125
P16930	FAH	Homo sapiens	Fumarylacetoacetase	FAAA_HUMAN	7	7	7	False	11547,7724609375	32065,1484375	19025,751953125	12834,9384765625	32677,73828125	22816,244140625	15116,0234375	8310,0771484375	39034,20703125	12737,76953125	20461,62890625	13065,892578125	4014,98974609375	7609,00048828125	5204,3681640625	4656,04736328125	11461,0693359375	6432,2744140625	4496,541015625	5500,6923828125	14214,779296875	5563,2724609375	8214,1826171875	8575,1630859375
P16949	STMN1	Homo sapiens	Stathmin	STMN1_HUMAN	14	14	14	False	593178,375	457818,96875	675931,0625	384403	397658,5625	724754,3125	521338,8125	500257,5	283719,4375	414360,1875	419754,15625	343801,4375	147533,1875	112476,5625	189198,296875	115672,6875	112196,0234375	178748,625	136405,421875	124983,0234375	75390,1171875	116510,9453125	118003,015625	94736,7421875
P16989-2	YBX3	Homo sapiens	Isoform 2 of Y-box-binding protein 3	YBOX3_HUMAN	1	1	1	True	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	1,0066404342651367	NaN	NaN	NaN	3167,09521484375	2379,067138671875	3110,00244140625	506,0525817871094	3661,00146484375	NaN	3853,05126953125	553,7666015625	5333,83056640625	1109,1146240234375	1466,490966796875	473,28704833984375
P16989;P16989-3	YBX3	Homo sapiens	Y-box-binding protein 3;Isoform 3 of Y-box-binding protein 3	YBOX3_HUMAN	5	5	5	True	48577,21484375	42361,6171875	80602,2890625	27179,826171875	40230,19140625	29552,4375	41506,18359375	28378,388671875	36872,828125	30699,60546875	36420,703125	24567,92578125	21491,912109375	16963,853515625	25614,2734375	9281,68359375	19867,55078125	9993,9716796875	19519,615234375	6134,234375	21153,9296875	8512,294921875	8305,2568359375	7894,1064453125
P17040;P17040-3;P17040-4	ZSCAN20	Homo sapiens	Zinc finger and SCAN domain-containing protein 20;Isoform 3 of Zinc finger and SCAN domain-containing protein 20;Isoform 4 of Zinc finger and SCAN domain-containing protein 20	ZSC20_HUMAN	1	1	1	False	44462,90625	76396,7578125	37321,74609375	34863,57421875	45567,40234375	41298,73828125	44118,1953125	44923,890625	34802,16015625	47526,7578125	28037,27734375	104063,234375	3281,134765625	4333,92822265625	2445,055908203125	2631,21240234375	2884,647216796875	3017,337158203125	3129,531494140625	3082,0517578125	2034,371826171875	3065,12646484375	2528,874755859375	4574,13623046875
P17050	NAGA	Homo sapiens	Alpha-N-acetylgalactosaminidase	NAGAB_HUMAN	5	5	5	False	58887,24609375	155717,625	66731,875	67431,234375	78404,1875	55675,94921875	46419,01171875	99277,375	102940,2578125	51441,1953125	82799,9375	57365,08203125	14650,2431640625	36864,94140625	19523,986328125	19439,3359375	22781,201171875	16664,0390625	13404,890625	24299,79296875	22261,0703125	12988,275390625	21064,966796875	20354,9609375
P17096	HMGA1	Homo sapiens	High mobility group protein HMG-I/HMG-Y	HMGA1_HUMAN	5	5	6	True	70155,109375	41903,640625	82809,6328125	158788,65625	15673,849609375	97748,3359375	17710,216796875	98858,5390625	28661,103515625	57344,93359375	23096,16796875	20117,76953125	6504,70458984375	4429,09765625	9043,47265625	12451,4384765625	1785,4945068359375	9405,595703125	2952,87841796875	6487,65234375	2526,533935546875	4891,52490234375	2284,238525390625	1843,5458984375
P17096-2	HMGA1	Homo sapiens	Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y	HMGA1_HUMAN	1	1	1	True	113045,6171875	92211,9296875	108576,3046875	272691,84375	25881,98828125	117001,8828125	14523,5947265625	100911	29787,439453125	54005,16796875	15424,8798828125	15243,033203125	15578,88671875	8873,740234375	11606,419921875	28434,044921875	3065,028564453125	14731,0205078125	6303,68896484375	12809,93359375	4177,48876953125	8860,693359375	2497,407470703125	3511,595947265625
P17174	GOT1	Homo sapiens	Aspartate aminotransferase, cytoplasmic	AATC_HUMAN	11	11	12	False	62210,08984375	59479,01953125	62756,28125	43203,109375	78672,59375	63835,875	44939,5703125	46245,8515625	83684,1328125	44875,328125	44772,43359375	62111,07421875	16438,884765625	18127,626953125	19663,76953125	11337,154296875	20162,4453125	20744,748046875	12854,8740234375	15005,0517578125	23813,001953125	10897,51953125	15530,1162109375	17833,314453125
P17252	PRKCA	Homo sapiens	Protein kinase C alpha type	KPCA_HUMAN	1	1	1	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	307,9397888183594	NaN	4,753232955932617	1720,7193603515625	1153,2464599609375	1433,4166259765625	270,12237548828125	459,80950927734375	88,78597259521484	38,08298110961914	370,6275329589844	57,30744171142578
P17302	GJA1	Homo sapiens	Gap junction alpha-1 protein	CXA1_HUMAN	2	2	2	False	4309,630859375	15679,2841796875	8338,251953125	14101,9794921875	15716,1552734375	16095,9306640625	8888,2744140625	7014,4140625	6729,14990234375	7009,1884765625	10512,123046875	12215,65625	NaN	1871,4490966796875	1085,068603515625	1105,9669189453125	3958,044677734375	2153,55517578125	3149,368408203125	2438,58056640625	2047,331787109375	3344,475341796875	2098,59521484375	2305,9873046875
P17342;P17342-2	NPR3	Homo sapiens	Atrial natriuretic peptide receptor 3;Isoform 2 of Atrial natriuretic peptide receptor 3	ANPRC_HUMAN	10	11	11	True	42742,234375	57909,46875	44937,41015625	56594,9140625	135116,328125	41980,07421875	112356,4609375	38324,203125	142922,40625	132222,6875	142944,875	156465,484375	10989,232421875	15539,6767578125	11901,294921875	14912,267578125	36587,6171875	14937,4169921875	29276,400390625	15170,22265625	38990,6328125	31932,34765625	43211,140625	43228,15625
P17405;P17405-4	SMPD1	Homo sapiens	Sphingomyelin phosphodiesterase;Isoform 4 of Sphingomyelin phosphodiesterase	ASM_HUMAN	8	8	8	False	62698,71484375	130575,2109375	58764,96875	81823,7265625	107280,578125	65951,203125	65145,01171875	132559,84375	125518,2578125	55435,94921875	159197,734375	80341,6796875	26049,62109375	49356,44921875	23398,20703125	27623,736328125	38216,546875	29164,38671875	18268,103515625	47130,8046875	38483,22265625	19775,7265625	46573,66015625	32595,953125
P17612;P17612-2	PRKACA	Homo sapiens	cAMP-dependent protein kinase catalytic subunit alpha;Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha	KAPCA_HUMAN	3	3	3	True	103861,8984375	80006,265625	52791,74609375	122338,078125	70384,359375	57156,19921875	724,4550170898438	39687,9921875	23227,01953125	33531,4296875	27899,873046875	24498,15234375	4792,8232421875	4886,99072265625	4336,64892578125	2309,411376953125	3214,957275390625	3562,1083984375	3514,22021484375	4310,68408203125	1765,9617919921875	2697,906982421875	2436,7919921875	2140,275634765625
P17655;P17655-2	CAPN2	Homo sapiens	Calpain-2 catalytic subunit;Isoform 2 of Calpain-2 catalytic subunit	CAN2_HUMAN	17	17	17	False	196135,75	192205,421875	141620,546875	177796,046875	200506,546875	127826,9609375	142405,328125	148234,34375	143623,15625	139598,84375	172618,4375	130497,0546875	37303,47265625	28574,8125	24411,23046875	27091,498046875	35123,33203125	26672,052734375	26644,5625	28769,927734375	21474,509765625	29368,85546875	28619,53515625	26562,1328125
P17661	DES	Homo sapiens	Desmin	DESM_HUMAN	1	1	1	False	2984,181640625	4592,8818359375	20877,4140625	13352,7119140625	10043,08203125	NaN	NaN	16865,369140625	NaN	13490,0087890625	14176,330078125	NaN	883,7799682617188	1480,2423095703125	1832,3055419921875	1435,0848388671875	776,0187377929688	NaN	NaN	1318,9891357421875	443,046142578125	223,05763244628906	1067,43505859375	NaN
P17676;P17676-2;P17676-3	CEBPB	Homo sapiens	CCAAT/enhancer-binding protein beta;Isoform 2 of CCAAT/enhancer-binding protein beta;Isoform 3 of CCAAT/enhancer-binding protein beta	CEBPB_HUMAN	2	2	2	False	4751,85595703125	NaN	3352,80712890625	841,9149169921875	1219,091796875	3582,8115234375	NaN	3596,2705078125	3285,497314453125	NaN	NaN	4241,83154296875	4133,92626953125	1746,1517333984375	2302,604248046875	4517,31494140625	1489,7120361328125	3846,719482421875	NaN	4860,689453125	1088,0985107421875	2972,827880859375	1068,4329833984375	3363,514892578125
P17812;P17812-2	CTPS1	Homo sapiens	CTP synthase 1;Isoform 2 of CTP synthase 1	PYRG1_HUMAN	4	4	4	False	4534,384765625	3435,724365234375	1025,85791015625	3369,142333984375	4530,3076171875	NaN	3461,274169921875	5459,912109375	5458,669921875	NaN	3676,03515625	NaN	4875,25244140625	2971,960205078125	2862,86669921875	4500,8369140625	2408,580078125	4732,57080078125	2783,532958984375	3180,21142578125	1423,3720703125	2781,188720703125	3097,99462890625	2497,012939453125
P17813;P17813-2	ENG	Homo sapiens	Endoglin;Isoform Short of Endoglin	EGLN_HUMAN	6	6	6	True	3718,1787109375	4186,791015625	7768,1171875	15068,0400390625	17782,173828125	15876,3076171875	9114,1171875	13038,197265625	6843,90234375	18671,677734375	17645,103515625	24973,23828125	1724,1600341796875	3287,454345703125	1563,5955810546875	2709,00048828125	4387,10302734375	1267,0775146484375	3458,50390625	2676,89306640625	5321,9912109375	4445,32666015625	6654,12109375	5208,107421875
